t  x_1  x_2  x_3  x_4  x_5  x_6
0  0.000213628300444106  -0.001983460234801927  -0.002197088535246033  0.0002136283011726702  7.285641816408284e-13  -0.002197088535974597
1.001001001001001e-05  0.0002450897623202523  0.001601743221391211  0.001356653459070959  0.0002083139983316234  -3.677576398862894e-05  0.001393429223059588
2.002002002002002e-05  0.0003337459015538134  -0.002895067916708073  -0.003228813818261886  0.000284014318411062  -4.973158314275144e-05  -0.003179082235119134
3.003003003003003e-05  0.0004795826894391804  -0.001438565093282921  -0.001918147782722101  0.0004352297008612175  -4.435298857796292e-05  -0.001873794794144138
4.004004004004004e-05  0.0006825770497430442  0.005076012928693282  0.004393435878950238  0.0006565209173315955  -2.605613241144866e-05  0.004419492011361686
5.005005005005005e-05  0.0009426968623558184  0.002396610688558119  0.0014539138262023  0.0009426968707119054  8.356086981207989e-12  0.001453913817846214
6.006006006006006e-05  0.001259900968374027  0.002090015014637006  0.0008301140462629792  0.001288987275938881  2.908630756485423e-05  0.000801027738698125
7.007007007007007e-05  0.001634139176612865  -0.0003613706334155178  -0.001995509810028383  0.00169119353495477  5.705435834190559e-05  -0.002052564168370288
8.008008008008008e-05  0.002065352271547945  0.002770626751871859  0.0007052744803239135  0.002145811941412983  8.045966986503774e-05  0.0006248148104588758
9.009009009009009e-05  0.002553472022684888  0.00046459242340735  -0.002088879599277538  0.002650124438329537  9.66524156446485e-05  -0.002185532014922186
0.0001001001001001001  0.003098421195355288  0.003491282136672469  0.0003928609413171805  0.003202253479062285  0.0001038322837069974  0.0002890286576101831
0.0001101101101101101  0.00370011356293748  0.001047444305402374  -0.002652669257535106  0.003801179062345809  0.0001010654994083289  -0.002753734756943435
0.0001201201201201201  0.00435845392049993  0.0001043471657783167  -0.004254106754721613  0.00444671763694466  8.826371644473068e-05  -0.004342370471166344
0.0001301301301301301  0.005073338099865577  0.004654590870791713  -0.0004187472290738637  0.005139464265071952  6.612616520637517e-05  -0.0004848733942802389
0.0001401401401401401  0.005844652986093737  0.005028400485904768  -0.0008162525001889683  0.005880701072487446  3.604808639370936e-05  -0.0008523005865826777
0.0001501501501501501  0.006672276535378298  0.006896845572002202  0.0002245690366239044  0.006672276556856835  2.147853769840502e-11  0.0002245690151453667
0.0001601601601601602  0.007556077794358332  0.009606226445989055  0.002050148651630723  0.007516461675532  -3.961611882633172e-05  0.002089764770457055
0.0001701701701701702  0.008495916920838358  0.01067462446540827  0.00217870754456991  0.008415789733197152  -8.012718764120567e-05  0.002258834732211116
0.0001801801801801802  0.009491645205915944  0.01069815466683357  0.00120650946091763  0.009372887857892987  -0.0001187573480229565  0.001325266808940587
0.0001901901901901902  0.01054310509751032  0.01004007382824824  -0.0005030312692620772  0.01039030826618368  -0.0001527968313266379  -0.0003502344379354393
0.0002002002002002002  0.01165013022529258  0.01114270771798484  -0.0005074225073077431  0.01147036754604933  -0.0001797626792432536  -0.0003276598280644895
0.0002102102102102102  0.01281254542700886  0.01440512212902639  0.001592576702017531  0.01261500178306927  -0.0001975436439395871  0.001790120345957118
0.0002202202202202202  0.01403016677619744  0.01780737678049864  0.003777210004301201  0.01382564460224074  -0.0002045221739566967  0.003981732178257898
0.0002302302302302302  0.01530280161128911  0.01733025410366675  0.002027452492377639  0.01510313403432117  -0.000199667576967941  0.00222712006934558
0.0002402402402402402  0.0166302485660925  0.02002326074613702  0.003393012180044525  0.01644765268154202  -0.0001825958845504787  0.003575608064595004
0.0002502502502502502  0.01801229760165556  0.02461282672684634  0.006600529125190779  0.01785870395798797  -0.0001535936436675885  0.006754122768858367
0.0002602602602602602  0.01944873003949873  0.02725732176341283  0.007808591723914102  0.01933512533205831  -0.000113604707440422  0.007922196431354524
0.0002702702702702703  0.02093931859621738  0.02621629255625214  0.005276973960034757  0.02087513757076937  -6.418102544800824e-05  0.005341154985482766
0.0002802802802802803  0.0224838274194419  0.02439504676361554  0.001911219344173643  0.02247642711286063  -7.400306581265004e-06  0.001918619650754908
0.0002902902902902903  0.02408201212515832  0.02745606321948114  0.00337405109432282  0.02413625694841293  5.424482325461222e-05  0.003319806271068208
0.0003003003003003003  0.02573361983637458  0.02987530231915014  0.00414168248277556  0.02585159983822153  0.0001179800018469464  0.004023702480928613
0.0003103103103103103  0.02743838922313431  0.02872648158876326  0.001288092365628948  0.02761928655468135  0.0001808973315470357  0.001107195034081913
0.0003203203203203203  0.02919605054386386  0.03055487209233032  0.001358821548466459  0.0294361609467741  0.0002401104029102347  0.001118711145556225
0.0003303303303303303  0.03100632568805427  0.03236376266814372  0.001357436980089447  0.03129923331418814  0.0002929076261338724  0.001064529353955575
0.0003403403403403403  0.0328689282202666  0.03258407236329005  -0.0002848558569765527  0.03320582361775681  0.0003368953974902111  -0.0006217512544667639
0.0003503503503503503  0.03478356342545126  0.03629216641237595  0.001508602986924686  0.03515368662706667  0.0003701232016154118  0.001138479785309274
0.0003603603603603604  0.03674992835558245  0.03889456609310609  0.002144637737523644  0.0371411121144583  0.0003911837588758543  0.00175345397864779
0.0003703703703703704  0.03876771187759054  0.03844892085974246  -0.000318791017848076  0.03916699458058646  0.0003992827029959192  -0.0007180737208439952
0.0003803803803803804  0.04083659472259368  0.03671128997370023  -0.004125304748893451  0.04123086872198275  0.0003942739993890651  -0.004519578748282516
0.0003903903903903904  0.04295624953641272  0.03804251298303427  -0.004913736553378449  0.04333290880429478  0.0003766592678820582  -0.005290395821260507
0.0004004004004004004  0.04512634093136964  0.03933214412046403  -0.005794196810905615  0.04547389216261057  0.0003475512312409307  -0.006141748042146546
0.0004104104104104104  0.04734652553935092  0.0463758959389935  -0.0009706296003574172  0.04765512911091153  0.0003086035715606089  -0.001279233171918026
0.0004204204204204204  0.04961645206614555  0.04856674402634235  -0.001049708039803199  0.04987836353453465  0.000261911468389095  -0.001311619508192294
