x  y
0.0021  2.5e-07
0.001  1e-07
0.001  2.5e-07
0.001  2.5e-07
0.0029  2.5e-07
0.0022  1.5e-07
0.0013  2.5e-07
0.0018  1e-07
0.0015  2.5e-07
0.0026  1.5e-07
0.0012  1.5e-07
0.001  3e-07
0.0011  1.5e-07
0.0028  2.5e-07
0.001  2.5e-07
0.0029  1e-07
0.003  3e-07
0.003  1e-07
0.003  3e-07
0.0015  1.5e-07
0.0022  1e-07
0.0022  1e-07
0.0017  3e-07
0.0016  1.5e-07
0.0021  1e-07
0.0013  1e-07
0.0012  3e-07
0.0013  3e-07
0.0013  3e-07
0.0012  1e-07
0.001  1e-07
0.003  2.5e-07
0.0017  1e-07
0.0029  1e-07
0.0024  2.5e-07
0.0013  3e-07
0.0015  1.5e-07
0.0012  1e-07
0.0022  1.5e-07
0.0029  1.5e-07
0.0017  1e-07
0.0029  1.5e-07
0.0016  3e-07
0.0027  2.5e-07
0.0023  1e-07
0.0023  1.5e-07
0.0011  1.5e-07
0.0021  2.5e-07
0.001  2.5e-07
0.0015  1.5e-07
0.0028  1e-07
0.0022  3e-07
0.0028  1.5e-07
0.0013  1.5e-07
0.002  2.5e-07
0.0023  1e-07
0.001  3e-07
0.001  2.5e-07
0.0014  1.5e-07
0.0026  2.4e-07
0.0014  1e-07
0.0014  3e-07
0.001  1.5e-07
0.0012  1e-07
0.0027  1.5e-07
0.0029  1e-07
0.0013  1.5e-07
0.001  3e-07
0.003  2.5e-07
0.0015  1e-07
0.0016  1e-07
0.001  1.5e-07
0.0016  1.5e-07
0.001  1e-07
0.001  2.5e-07
0.0017  2.5e-07
0.0025  1.5e-07
0.0014  1.5e-07
0.0028  1.5e-07
0.0016  3e-07
0.0028  1e-07
0.001  1e-07
0.0014  1e-07
0.003  2.5e-07
0.0027  1.6e-07
0.0027  1e-07
0.0011  1.5e-07
0.0021  2.5e-07
0.001  1e-07
0.0013  1.5e-07
0.0029  1.5e-07
0.0029  3e-07
0.0011  2.5e-07
0.0014  2.5e-07
0.0021  2.5e-07
0.0019  1.5e-07
0.003  2.5e-07
0.0025  2.5e-07
0.001  2.5e-07
0.0028  1.5e-07
0.0024  2.5e-07
0.0025  1.5e-07
0.0019  1.5e-07
0.0013  1.5e-07
0.0013  2.5e-07
0.0025  1e-07
0.0021  2.5e-07
0.0025  1.5e-07
0.003  2.5e-07
0.0012  1.5e-07
0.0012  3e-07
0.002  2.5e-07
0.0022  2.5e-07
0.0015  1.5e-07
0.0028  1.5e-07
0.0021  2.5e-07
0.0023  1e-07
0.0012  3e-07
0.0011  1.5e-07
0.0019  2.5e-07
0.0017  2.5e-07
0.0017  2.5e-07
0.0021  3e-07
0.001  3e-07
0.0017  2.5e-07
0.001  3e-07
0.0021  1e-07
0.0015  3e-07
0.003  1e-07
0.0027  1e-07
0.0022  1e-07
0.0011  3e-07
0.0022  1e-07
0.0027  1.5e-07
0.0023  3e-07
0.001  2.5e-07
0.001  2.5e-07
0.0014  2.5e-07
0.0015  2.5e-07
0.0025  1.5e-07
0.0012  2.5e-07
0.0012  3e-07
0.0021  1.5e-07
0.0012  2.5e-07
0.0012  1e-07
0.0022  3e-07
0.0026  1e-07
0.003  1.5e-07
0.003  2.5e-07
0.003  1e-07
0.0011  3e-07
0.0024  2.5e-07
0.0012  1.5e-07
0.0015  3e-07
0.0029  1e-07
0.003  1e-07
0.0027  1.5e-07
0.0017  1.5e-07
0.0012  3e-07
0.001  1e-07
0.003  2.5e-07
0.0024  1e-07
0.0027  1e-07
0.0012  1.5e-07
0.001  3e-07
0.0021  1.5e-07
0.0025  1.5e-07
0.001  3e-07
0.0028  2.5e-07
0.0011  1.5e-07
0.0012  1.6e-07
0.0018  3e-07
0.0024  1e-07
0.0026  2.5e-07
0.0012  1e-07
0.002  1e-07
0.0015  1.5e-07
0.0027  1e-07
0.0028  1.5e-07
0.0026  3e-07
0.0026  2.5e-07
0.0013  1e-07
0.0027  3e-07
0.0023  2.4e-07
0.003  1.5e-07
0.0024  1e-07
0.0011  3e-07
0.0024  3e-07
0.0012  1e-07
0.0021  3e-07
