t  x_1  x_2
0  0.000213628300444106  0.0003523779439039911
1.001001001001001e-05  0.0008740206542573053  0.0009696248384456865
2.002002002002002e-05  0.001591508171022606  0.001639405240581414
3.003003003003003e-05  0.002365977323375039  0.002371062521989147
4.004004004004004e-05  0.003197305567911353  0.003170776287142459
5.005005005005005e-05  0.004085361364579916  0.004041850561887899
6.006006006006006e-05  0.005030004197494106  0.00498509846862972
7.007007007007007e-05  0.006031084597165928  0.00599929736619188
8.008008008008008e-05  0.007088444164156343  0.007081686455307919
9.009009009009009e-05  0.008201915594138531  0.008228478417471673
0.0001001001001001001  0.009371322704370091  0.009435357621231062
0.0001101101101101101  0.01059648046157016  0.01069793982317534
0.0001201201201201201  0.01187719501119677  0.01201217184273831
0.0001301301301301301  0.01321326370812029  0.01337465429211761
0.0001401401401401401  0.01460447514868718  0.01478287569738246
0.0001501501501501501  0.01605060920417015  0.01623535206030841
0.0001601601601601602  0.01755143705559856  0.01773167168322227
0.0001701701701701702  0.01910672122996376  0.01927245057225432
0.0001801801801801802  0.02071621563779458  0.02085920877062573
0.0001901901901901902  0.02237966561209431  0.02249418206079722
0.0002002002002002002  0.02409680794863716  0.02418008665512811
0.0002102102102102102  0.02586737094761327  0.02591985640521647
0.0002202202202202202  0.02769107445662073  0.02771637275848066
0.0002302302302302302  0.02956762991499159  0.02957220710268819
0.0002402402402402402  0.03149674039945111  0.03148939339518775
0.0002502502502502502  0.033478100671099  0.03346924613911569
0.0002602602602602602  0.03551139722370592  0.03551223516364251
0.0002702702702702703  0.03759630833332026  0.03761792440387298
0.0002802802802802803  0.03973250410917142  0.03978497734702208
0.0002902902902902903  0.04191964654586991  0.04201122725479235
0.0003003003003003003  0.04415738957688707  0.04429380599300101
0.0003103103103103103  0.04644537912931414  0.04662932150560131
0.0003203203203203203  0.04878325317988373  0.04901407102580028
0.0003303303303303303  0.05117064181225334  0.05144427496950117
0.0003403403403403403  0.05360716727553695  0.05391631546200674
0.0003503503503503503  0.05609244404407303  0.05642696342989943
0.0003603603603603604  0.05862607887842767  0.05897357926620034
0.0003703703703703704  0.06120767088761365  0.06155427408287022
0.0003803803803803804  0.06383681159252423  0.06416802135819955
0.0003903903903903904  0.06651308499056362  0.0668147121626388
0.0004004004004004004  0.06923606762147204  0.06949515092736697
0.0004104104104104104  0.07200532863432464  0.0722109925617789
0.0004204204204204204  0.07482042985571177  0.07496462544645566
0.0004304304304304304  0.0776809258590572  0.07775900819736201
0.0004404404404404404  0.08058636403511035  0.08059747084992885
0.0004504504504504505  0.08353628466354905  0.08348349316935892
0.0004604604604604604  0.08653022098572932  0.08642047395772511
0.0004704704704704705  0.08956769927853349  0.08941150552612184
0.0004804804804804805  0.09264823892932858  0.0924591669171087
0.0004904904904904905  0.09577135251201011  0.09556534797444094
0.0005005005005005005  0.09893654586412573  0.09873111426816032
0.0005105105105105105  0.1021433181650668  0.1019566201397192
0.0005205205205205205  0.1053911620153116  0.1052410740665017
0.0005305305305305305  0.108679563516704  0.1085827573060277
0.0005405405405405405  0.1120080023537782  0.1119790935854005
