t  x_1  x_2  x_3  x_4  x_5  x_6  x_7  x_8
0.0005505505505505506  0.0834781063384125  0.08359951216504699  0.08338758147799014  0.0001214058266344881  -9.052486042236685e-05  0.0002119306870568549  0.0002122209787468604  2.902916900054953e-07
0.0005605605605605605  0.08640323509958438  0.08652241801992883  0.08633303955546423  0.0001191829203444489  -7.019554412014684e-05  0.0001893784644645957  0.0001896726657312359  2.942012666401483e-07
0.0005705705705705706  0.08937192593701328  0.08949152234439435  0.08932470213995236  0.0001195964073810729  -4.722379706091628e-05  0.0001668202044419892  0.0001671184694082978  2.982649663085812e-07
0.0005805805805805806  0.09238370912249579  0.09250662329544562  0.09236046695726981  0.0001229141729498368  -2.324216522597844e-05  0.0001461563381758152  0.0001464587665009343  3.02428325119064e-07
0.0005905905905905905  0.09543810810944166  0.09556733356914988  0.09543841480638296  0.0001292254597082265  3.066969413018095e-07  0.0001289187627669247  0.0001292254292867001  3.066665197754004e-07
0.0006006006006006006  0.09853463960828202  0.09867305501463798  0.09855692122701198  0.0001384154063559656  2.228161872996903e-05  0.0001161337876259966  0.0001164448221231129  3.110344971163359e-07
0.0006106106106106106  0.1016728136629386  0.1018229614944345  0.1017147436593909  0.0001501478314959032  4.192999645231954e-05  0.0001082178350435836  0.0001085331725995953  3.153375560116523e-07
0.0006206206206206207  0.1048521337283426  0.1050159918737067  0.1049110787548819  0.0001638581453640986  5.894502653933098e-05  0.0001049131188247676  0.0001052328366722977  3.197178475300433e-07
0.0006306306306306306  0.1080720967489883  0.1082508546208026  0.1081455829786104  0.0001787578718143029  7.348622962215223e-05  0.0001052716421921507  0.0001055955706077  3.239284155492905e-07
0.0006406406406406406  0.1113321932385575  0.1115260450254096  0.1114183569397795  0.0001938517868520923  8.61637012220251e-05  0.0001076880856300672  0.0001080161636874966  3.28078057429404e-07
0.0006506506506506507  0.1146319073604964  0.1148398754025948  0.1147298909281082  0.000207968042098397  9.798356761180071e-05  0.0001099844744865963  0.0001103165495917047  3.320751051083537e-07
0.0006606606606606606  0.1179707170096665  0.1181905179832262  0.1180809766192473  0.0002198009735596973  0.0001102596095808317  0.0001095413639788656  0.0001098772522360042  3.358882571385946e-07
0.0006706706706706706  0.1213480938949322  0.1215760594442616  0.1214725891910973  0.0002279655493293981  0.0001244952961651086  0.0001034702531642895  0.0001038097510157043  3.394978514148494e-07
0.0006806806806806807  0.1247635036227438  0.1249945653195039  0.1249057477932591  0.0002310616967600987  0.0001422441705153099  8.881752624478878e-05  8.916042457819684e-05  3.428983334080593e-07
0.0006906906906906907  0.1282164057817025  0.1284441518374062  0.1283813637668234  0.0002277460557036926  0.0001649579851209226  6.278807058276992e-05  6.313423927381545e-05  3.461686910455342e-07
0.0007007007007007007  0.1317062540280526  0.1319230620974934  0.1319000867633978  0.0002168080694407992  0.0001938327353452063  2.297533409559294e-05  2.332445981401143e-05  3.49125718418497e-07
0.0007107107107107107  0.1352324961721288  0.1354297430351598  0.1354621613818887  0.0001972468630310198  0.0002296652097598662  -3.241834672884636e-05  -3.206632985558455e-05  3.520168732618068e-07
0.0007207207207207207  0.138794574265712  0.1389629192852635  0.1390673030002976  0.0001683450195514857  0.0002727287345855867  -0.0001043837150341009  -0.0001040288154645908  3.548995695101809e-07
0.0007307307307307307  0.1423919246903154  0.1425216598846549  0.1427146048007293  0.0001297351943395086  0.0003226801104139199  -0.0001929449160744112  -0.000192587306488301  3.576095861101969e-07
0.0007407407407407407  0.1460239782463391  0.1461054338289282  0.1464024846026618  8.145558258912389e-05  0.000378506356322722  -0.0002970507737335981  -0.000296690335105293  3.604386283051486e-07
0.0007507507507507507  0.1496901602431205  0.1497141507786757  0.1501286755672856  2.399053555518504e-05  0.0004385153241650841  -0.0004145247886098991  -0.0004141614098203128  3.63378789586255e-07
0.0007607607607607608  0.1533898905898717  0.1533481836615098  0.1538902668146896  -4.170692836191758e-05  0.0005003762248179389  -0.0005420831531798564  -0.0005417166597906087  3.664933892477684e-07
0.0007707707707707707  0.1571225838874144  0.1570083706413119  0.1576837926753414  -0.0001142132461025014  0.0005612087879269811  -0.0006754220340294825  -0.0006750521971753132  3.698368541693586e-07
0.0007807807807807808  0.1608876495208222  0.1606959947662209  0.1615053681710078  -0.0001916547546013114  0.0006177186501855891  -0.0008093734047869006  -0.0008089999548278881  3.734499590124507e-07
0.0007907907907907908  0.1646844917528  0.1644127406141676  0.1653508644302435  -0.0002717511386323979  0.0006663726774435441  -0.000938123816075942  -0.0009377464599836793  3.773560922626373e-07
0.0008008008008008008  0.1685125098179642  0.1681606283677169  0.1692161149483092  -0.00035188145024731  0.0007036051303450086  -0.001055486580592319  -0.001055104938362611  3.816422297076016e-07
0.0008108108108108108  0.1723710980178144  0.1719419268787981  0.1730971403802415  -0.0004291711390162767  0.0007260423624270707  -0.001155213501443347  -0.0011548274654756  3.860359677476666e-07
0.0008208208208208208  0.1762596458165566  0.1757590484254771  0.1769903800309132  -0.0005005973910794936  0.0007307342143565709  -0.001231331605436065  -0.001230940858126806  3.907473092590319e-07
0.0008308308308308308  0.180177537937645  0.1796144289292434  0.1808929124116909  -0.0005631090084015911  0.0007153744740459322  -0.001278483482447523  -0.001278087855316995  3.956271305283199e-07
0.0008408408408408408  0.1841241544610531  0.1835103983211867  0.1848026529014038  -0.0006137561398663893  0.0006784984403506999  -0.001292254580217089  -0.001291853989218383  4.005909987059297e-07
0.0008508508508508508  0.1880988709213106  0.1874490465010904  0.1887185126032695  -0.000649824420220213  0.0006196416819588546  -0.001269466102179068  -0.001269060563764107  4.055384149603825e-07
0.0008608608608608609  0.192101058406186  0.1914320908597739  0.1926405065187401  -0.0006689675464121025  0.0005394481125540751  -0.001208415658966178  -0.001208005300611298  4.103583548797918e-07
0.0008708708708708709  0.1961300836560911  0.19546075156374  0.1965698010728562  -0.0006693320923511215  0.0004397174167650453  -0.001109049509116167  -0.001108634574306905  4.149348092619132e-07
0.0008808808808808808  0.2001853091641494  0.1995356407886918  0.2005086943499788  -0.0006496683754576016  0.0003233851858294445  -0.0009730535612870461  -0.00097263440729492  4.191539921261089e-07
0.0008908908908908909  0.2042660932768795  0.2036566717328816  0.2044605263574821  -0.0006094215439979012  0.0001944330806026018  -0.0008038546246005029  -0.0008034317136610125  4.229109394904285e-07
0.0009009009009009009  0.2083717902955307  0.2078229925892632  0.2084295208070567  -0.0005487977062675065  5.773051152602182e-05  -0.0006065282177935283  -0.000606102101213285  4.261165802432743e-07
0.0009109109109109108  0.2125017505780018  0.2120329497769683  0.2124205642441264  -0.0004688008010335087  -8.118633387538265e-05  -0.0003876144671581261  -0.0003871857632355147  4.287039226114064e-07
0.0009209209209209209  0.2166553206413234  0.2162840835186141  0.2164389325244863  -0.0003712371227092837  -0.0002163881168370796  -0.0001548490058722041  -0.0001544183725758763  4.306332963277537e-07
0.0009309309309309309  0.2208318432647115  0.2205731575119385  0.2204899785271575  -0.0002586857527729913  -0.0003418647375540429  8.317898478105157e-05  8.361104214960058e-05  4.320573685490103e-07
0.000940940940940941  0.2250306575931116  0.2248962229754614  0.2245787967482154  -0.0001344346176501976  -0.0004518608448961792  0.0003174262272459816  0.0003178587452959125  4.325180499309411e-07
0.0009509509509509509  0.2292510992412401  0.229248715722696  0.2287098870878117  -2.383518544091245e-06  -0.000541212153428422  0.0005388286348843307  0.0005392611920673196  4.325571829888464e-07
0.0009609609609609609  0.233492500398082  0.2336255834028823  0.2328868322116128  0.0001330830048003051  -0.0006056681864692326  0.0007387511912695377  0.0007391832959982025  4.321047286648394e-07
0.000970970970970971  0.2377541899317815  0.238021438537793  0.2371120140424747  0.0002672486060115165  -0.0006421758893067619  0.0009094244953182784  0.0009098557752492131  4.312799309347248e-07
0.0009809809809809809  0.242035493494904  0.2424307316692196  0.2413863846247815  0.0003952381743156097  -0.0006491088701224557  0.001044347044438065  0.001044777269517017  4.302250789511852e-07
0.0009909909909909911  0.2463357336300282  0.2468479378022668  0.245709308637592  0.0005122041722386006  -0.0006264249924362031  0.001138629164674804  0.001139058262740994  4.290980661902921e-07
0.001001001001001001  0.25065423005113  0.251267748535962  0.2500784899403045  0.0006135184848319875  -0.0005757401108255622  0.00118925859565755  0.001189686659889833  4.280642322829209e-07
0.001011011011011011  0.2549903007276132  0.255685261733146  0.2544899902994981  0.0006949610055327904  -0.0005003104281150472  0.001195271433647838  0.001195698720738103  4.272870902655157e-07
0.001021021021021021  0.2593432578656188  0.2600961604952061  0.2589383433954764  0.0007529026295873265  -0.0004049144701424034  0.00115781709972973  0.001158244150255394  4.270505256642743e-07
0.001031031031031031  0.2637124126269085  0.2644968733983453  0.2634167608073487  0.0007844607714368457  -0.0002956518195597613  0.001080112590996607  0.001080539809183101  4.272181864939384e-07
0.001041041041041041  0.2680970735935936  0.268884708614604  0.267917423802268  0.0007876350210104244  -0.0001796497913255646  0.000967284812335989  0.000967712717637792  4.279053018030332e-07
0.001051051051051051  0.2724965468740687  0.273257955472779  0.272431845628599  0.000761408598710267  -6.470124546975597e-05  0.000826109844180023  0.0008265392731202637  4.294289402406726e-07
0.001061061061061061  0.2769101362085592  0.2776159483289706  0.2769512864562111  0.0007058121204113754  4.115024765194431e-05  0.0006646618727594311  0.0006650935591439588  4.316863845277297e-07
0.001071071071071071  0.2813371430742281  0.2819590891533772  0.2814672008260969  0.000621946079149116  0.0001300577518688617  0.0004918883272802543  0.0004923229850815058  4.346578012515145e-07
0.001081081081081081  0.2857768667895427  0.2862888269981396  0.2859716914417392  0.0005119602085968955  0.0001948246521964458  0.0003171355564004497  0.0003175738342802159  4.382778797662468e-07
0.001091091091091091  0.2902286046177179  0.2906075943675325  0.2904579443339712  0.0003789897498145955  0.000229339716253274  0.0001496500335613216  0.0001500924717241503  4.424381628287399e-07
0.001101101101101101  0.294691651868961  0.2949187024057389  0.2949206197549575  0.0002270505367779063  0.0002289678859965227  -1.917349218616415e-06  -1.470358371891134e-06  4.469908467252814e-07
0.001111111111111111  0.2991653020011502  0.2992261986660215  0.2993561749474031  6.089666487130163e-05  0.000190872946252918  -0.0001299762813816163  -0.0001295245252410093  4.517561406069959e-07
0.001121121121121121  0.3036488467185818  0.3035346929162638  0.3037630980970008  -0.0001141538023179955  0.000114251378419028  -0.0002284051807370235  -0.0002279486499578431  4.565307791803974e-07
0.001131131131131131  0.3081415760683049  0.3078491579101404  0.3081420371707544  -0.000292418158164498  4.611024495559946e-07  -0.000292879260614054  -0.0002924181619259336  4.610986881203871e-07
0.001141141141141141  0.3126427785334937  0.3121747132501924  0.3124958128641653  -0.0004680652833012888  -0.0001469656693284249  -0.0003210996139728639  -0.0003206343714921012  4.652424807627398e-07
0.001151151151151151  0.3171517411231516  0.3165164012607479  0.3168293111821945  -0.000635339862403661  -0.0003224299409570475  -0.0003129099214466136  -0.0003124411658464998  4.687556001137239e-07
0.001161161161161161  0.321667749457379  0.3208789642687484  0.3211492579265748  -0.0007887851886306252  -0.0005184915308041882  -0.000270293657826437  -0.0002698221461309713  4.715116954656651e-07
0.001171171171171171  0.326190087847214  0.3252666326884698  0.3254638836960383  -0.0009234551587442019  -0.0007262041511756356  -0.0001972510075685663  -0.0001967778206830029  4.731868855634147e-07
0.001181181181181181  0.3307180393679314  0.3296829328885437  0.3297824960462459  -0.001035106479387704  -0.0009355433216855502  -9.956315770215385e-05  -9.90893109373836e-05  4.738467647702471e-07
0.001191191191191191  0.3352508859244248  0.3341305230393431  0.3341149779277396  -0.001120362885081716  -0.00113590799668517  1.55451116034544e-05  1.601848732879496e-05  4.733757253405635e-07
0.001201201201201201  0.3397879083070193  0.3386110639441255  0.3384712401915739  -0.001176844362893836  -0.001316668115445396  0.00013982375255156  0.0001402955233854031  4.717708338430882e-07
0.001211211211211211  0.3443283862358079  0.3431251303558309  0.3428606560068103  -0.001203255879976994  -0.001467730228997599  0.0002644743490206047  0.0002649434346674306  4.690856468259064e-07
0.001221221221221221  0.3488715983911749  0.3476721665596016  0.3472915082930234  -0.001199431831573283  -0.001580090098151465  0.0003806582665781821  0.0003811236953115138  4.654287333316631e-07
0.001231231231231231  0.3534168224277407  0.352250488044686  0.3517704808527689  -0.00116633438305469  -0.001646341574971844  0.0004800071919171534  0.0004804681643900133  4.609724728599218e-07
0.001241241241241241  0.357963334968484  0.3568573291287713  0.3563022220069766  -0.001106005839712709  -0.001661112961507394  0.0005551071217946846  0.0005555630036955805  4.558819008959603e-07
0.001251251251251251  0.3625104115750836  0.3614889343785618  0.3608890065003938  -0.001021477196521847  -0.001621405074689775  0.0005999278781679274  0.0006003783100609894  4.504318930620421e-07
0.001261261261261261  0.367057326689942  0.3661406897869622  0.3655305157365732  -0.0009166369029798282  -0.001526810953368818  0.0006101740503889896  0.0006106189190216993  4.448686327096496e-07
0.001271271271271271  0.3716033535442823  0.3708072879669301  0.3702237511201534  -0.000796065577352234  -0.001379602424128878  0.0005835368467766444  0.00058397630630036  4.394595237156018e-07
0.001281281281281281  0.3761477640259417  0.3754829201618693  0.3749630874396425  -0.0006648438640723953  -0.001184676586299171  0.0005198327222267762  0.0005202671888757671  4.344666489908278e-07
0.001291291291291291  0.3806898284990415  0.3801614867649862  0.3797404659362256  -0.0005283417340553043  -0.0009493625628158586  0.0004210208287605544  0.0004214509336391559  4.301048786015116e-07
0.001301301301301301  0.3852288155665499  0.3848368173011336  0.3845457191064903  -0.0003919982654163046  -0.0006830964600595957  0.0002910981946432911  0.0002915248625566247  4.266679133335671e-07
0.001311311311311311  0.3897639917648977  0.3895028904752189  0.3893670111477499  -0.0002611012896787668  -0.0003969806171477686  0.0001358793274690018  0.0001363035657935829  4.24238324581161e-07
0.001321321321321321  0.3942946211780551  0.3941540449924461  0.3941913729363329  -0.000140576185608976  -0.000103248241722198  -3.732794388677796e-05  -3.690498729119751e-05  4.229565955804482e-07
0.001331331331331331  0.3988199649561938  0.3987851723221026  0.3990053030352478  -3.479263409122968e-05  0.0001853380790540204  -0.0002201307131452501  -0.000219707838016725  4.228751285251242e-07
0.001341341341341341  0.4033392807213593  0.4033918834870527  0.4037954038511303  5.260276569341027e-05  0.0004561231297710022  -0.000403520364077592  -0.0004030963813699273  4.239827076646385e-07
0.001351351351351351  0.4078518218397341  0.407970643141136  0.4085490190418963  0.0001188213014018946  0.0006971972021621586  -0.000578375900760264  -0.0005779496964152808  4.262043449831943e-07
0.001361361361361361  0.4123568365364212  0.4125188657102528  0.4132548381234627  0.0001620291738316237  0.0008980015870415081  -0.0007359724132098844  -0.0007355430087486736  4.294044612107584e-07
0.001371371371371371  0.4168535668247727  0.4170349700652822  0.4179034357211939  0.0001814032405094701  0.001049868896421224  -0.0008684656559117543  -0.0008680322624165515  4.333934952027718e-07
0.001381381381381381  0.4213412472174848  0.4215183910146218  0.4224877162341361  0.0001771437971370138  0.00114646901665133  -0.0009693252195143165  -0.0009688872822857242  4.379372285923111e-07
0.001391391391391391  0.4258191031815813  0.4259695478003381  0.4270032396941398  0.0001504446187567954  0.001184136512558553  -0.001033691893801758  -0.001033249125018731  4.427687830266258e-07
0.001401401401401401  0.4302863492932072  0.4303897715237637  0.4314484108706843  0.0001034222305564825  0.001162061577477058  -0.001058639346920576  -0.001058191744871817  4.476020487587107e-07
0.001411411411411411  0.4347421870412688  0.4347811952414648  0.4358245210956373  3.900820019597795e-05  0.001082334054368472  -0.001043325854172494  -0.001042873707758185  4.521464143092402e-07
0.001421421421421421  0.4391858022213408  0.439146611855155  0.4401356401545463  -3.919036618577065e-05  0.0009498379332055218  -0.0009890282993912924  -0.0009885721777165846  4.561216747078767e-07
0.001431431431431431  0.4436163618524554  0.4434893062039502  0.4443883637481372  -0.000127055648505181  0.0007720018956818286  -0.0008990575441870097  -0.0008985982719248997  4.592722621099554e-07
0.001441441441441441  0.448033010539798  0.4478128686727684  0.4485914297103662  -0.0002201418670295663  0.0005584191705682029  -0.0007785610375977692  -0.0007780996573643617  4.613802334074713e-07
0.001451451451451451  0.4524348661957812  0.4521209982213832  0.4527552233005035  -0.0003138679743980299  0.0003203571047222797  -0.0006342250791203097  -0.0006337628028276199  4.622762926898005e-07
0.001461461461461461  0.4568210150204005  0.4564173028854896  0.4568911976909934  -0.0004037121349109163  7.018267059288874e-05  -0.000473894805503805  -0.0004734329577941176  4.618477096873796e-07
0.001471471471471471  0.4611905056295337  0.4607051057413771  0.4610112402153408  -0.0004853998881566013  -0.0001792654141928307  -0.0003061344739637706  -0.0003056744301878078  4.600437759627596e-07
0.001481481481481481  0.4655423422070264  0.464987263728696  0.4651270176336011  -0.0005550784783304175  -0.0004153245734253019  -0.0001397539049051155  -0.0001392970275483352  4.568773567803497e-07
0.001491491491491492  0.4698754765433164  0.4692660060173069  0.4692493343425868  -0.0006094705260095146  -0.0006261422007296513  1.667167472013675e-05  1.712394206826451e-05  4.52267348127755e-07
0.001501501501501501  0.4741887988107805  0.473542797459279  0.4733875376813773  -0.0006460013515015017  -0.0008012611294032634  0.0001552597779017617  0.0001557065915093192  4.468136075574947e-07
0.001511511511511511  0.4784811269144215  0.4778182314581333  0.4775489971961898  -0.0006628954562882261  -0.0009321297182317001  0.000269234261943474  0.0002696744906166004  4.402286731264304e-07
0.001521521521521522  0.4827511942473774  0.4820919551680951  0.481738688835721  -0.0006592390792822811  -0.001012505411656428  0.000353266332374147  0.0003536990473338997  4.327149597527225e-07
0.001531531531531532  0.4869976356754201  0.4863626284611424  0.4859588996149802  -0.0006350072142776719  -0.00103873606043986  0.000403728846162188  0.0004041538798298938  4.250336677058542e-07
