t  x_1  x_2  x_3
0  -0  -3.685935484164616e-07  -3.685935484164616e-07
1.001001001001001e-05  -2.531030354829269e-05  -2.810881002168126e-05  -2.798506473388568e-06
2.002002002002002e-05  -5.912353658469026e-05  -5.852979497389182e-05  5.937416107984394e-07
3.003003003003003e-05  -9.077224625286069e-05  -8.926902557217559e-05  1.5032206806851e-06
4.004004004004004e-05  -0.0001196305902295286  -0.0001186362365991336  9.943536303949976e-07
5.005005005005005e-05  -0.0001458689838657598  -0.0001456513964521565  2.175874136033291e-07
6.006006006006006e-05  -0.000169702944420133  -0.0001699548005567865  -2.518561366534819e-07
7.007007007007007e-05  -0.0001913336735890511  -0.0001916333411265842  -2.996675375331354e-07
8.008008008008008e-05  -0.0002109448286629524  -0.0002110173487800114  -7.252011705895494e-08
9.009009009009009e-05  -0.0002287037266821781  -0.0002284983877907164  2.053388914617161e-07
0.0001001001001001001  -0.0002447627786475284  -0.0002444028431234393  3.59935524089092e-07
0.0001101101101101101  -0.0002592608230959676  -0.0002589347036535267  3.261194424409469e-07
0.0001201201201201201  -0.00027232434279772  -0.000272180206330456  1.441364672639662e-07
0.0001301301301301301  -0.0002840685729606417  -0.0002841524777004098  -8.390473976808152e-08
0.0001401401401401401  -0.0002945985104119067  -0.000294848936340291  -2.504259283842838e-07
0.0001501501501501501  -0.0003040098326741177  -0.0003042978193752137  -2.879867010960107e-07
0.0001601601601601602  -0.0003123897348829819  -0.0003125799478418371  -1.902129588552044e-07
0.0001701701701701702  -0.0003198176919595331  -0.0003198235593654688  -5.867405935677111e-09
0.0001801801801801802  -0.0003263661526681878  -0.0003261796923487503  1.864603194374624e-07
0.0001901901901901902  -0.000332101171684124  -0.0003317906109113011  3.105607728229277e-07
0.0002002002002002002  -0.0003370829851445248  -0.0003367635357180404  3.194494264843989e-07
0.0002102102102102102  -0.0003413665348196624  -0.0003411577356107326  2.087992089298525e-07
0.0002202202202202202  -0.0003450019454273514  -0.0003449871215166548  1.482391069661596e-08
0.0002302302302302302  -0.0003480349593506277  -0.000348235193243721  -2.002338930933204e-07
0.0002402402402402402  -0.0003505073325874717  -0.0003508760802059873  -3.687476185156458e-07
0.0002502502502502502  -0.0003524571954793722  -0.0003528949194254107  -4.377239460384751e-07
0.0002602602602602602  -0.0003539193815629463  -0.0003543023680226984  -3.829864597520972e-07
0.0002702702702702703  -0.0003549257277410981  -0.000355140577094645  -2.148493535469214e-07
0.0002802802802802803  -0.000355505348990858  -0.0003554804193755245  2.492961533354879e-08
0.0002902902902902903  -0.0003556848912289849  -0.0003554115412226018  2.733500063831044e-07
0.0003003003003003003  -0.0003554887667261933  -0.0003550277845092529  4.609822169403558e-07
0.0003103103103103103  -0.0003549393784718379  -0.0003544109194936824  5.28458978155523e-07
0.0003203203203203203  -0.0003540573433951495  -0.0003536157284180744  4.41614977075074e-07
0.0003303303303303303  -0.0003528617315757446  -0.0003526594027181765  2.023288575680581e-07
0.0003403403403403403  -0.0003513703514479454  -0.0003515178714474601  -1.475199995146768e-07
0.0003503503503503503  -0.0003496001354515399  -0.0003501308752764509  -5.307398249109656e-07
0.0003603603603603604  -0.0003475677243668216  -0.0003484162465327857  -8.485221659641296e-07
0.0003703703703703704  -0.0003452904273169617  -0.0003462920980989442  -1.001670781982462e-06
0.0003803803803803804  -0.0003427878734848084  -0.0003437038519836791  -9.159784988706753e-07
0.0003903903903903904  -0.0003400849107843309  -0.0003406517415402857  -5.668307559548265e-07
0.0004004004004004004  -0.000337216703373487  -0.0003372139796435051  2.723729981900062e-09
0.0004104104104104104  -0.0003342375967904536  -0.0003335613053058304  6.762914846231865e-07
0.0004204204204204204  -0.0003312361483714484  -0.0003299599057853676  1.276242586080814e-06
0.0004304304304304304  -0.0003283594519126593  -0.0003267613739704288  1.598077942230477e-06
0.0004404404404404404  -0.0003258492562005908  -0.000324380020103654  1.469236096936796e-06
0.0004504504504504505  -0.0003240869814112866  -0.0003232593003719827  8.276810393039553e-07
0.0004604604604604604  -0.00032362855114091  -0.0003238303523104725  -2.018011695625161e-07
0.0004704704704704705  -0.0003251811288327884  -0.0003264667508137068  -1.285621980918333e-06
0.0004804804804804805  -0.0003294584347523764  -0.0003314406621496645  -1.982227397288102e-06
0.0004904904904904905  -0.00033691588071332  -0.0003388863992829122  -1.970518569592171e-06
0.0005005005005005005  -0.0003475179517776839  -0.0003487775558249883  -1.259604047304454e-06
0.0005105105105105105  -0.0003607383148246797  -0.0003609229231489133  -1.846083242335668e-07
0.0005205205205205205  -0.0003757952446872774  -0.0003749839742697784  8.112704174989701e-07
0.0005305305305305305  -0.0003919240069152305  -0.0003905129819898783  1.411024925352246e-06
0.0005405405405405405  -0.0004085288656504632  -0.0004070065415275376  1.522324122925605e-06
0.0005505505505505506  -0.0004252074161540868  -0.0004239655290933056  1.241887060781191e-06
0.0005605605605605605  -0.0004417108474376923  -0.0004409505574342353  7.602900034569984e-07
0.0005705705705705706  -0.0004578923738450854  -0.0004576226145908125  2.69759254272904e-07
0.0005805805805805806  -0.0004736661706464567  -0.0004737618735474361  -9.570290097942391e-08
0.0005905905905905905  -0.0004889805250194756  -0.0004892628557358837  -2.823307164081384e-07
0.0006006006006006006  -0.0005038021283897761  -0.0005041097776525724  -3.076492627963672e-07
0.0006106106106106106  -0.0005181075224334757  -0.0005183403655169246  -2.328430834489404e-07
0.0006206206206206207  -0.0005318786578427117  -0.0005320084023096074  -1.297444668957618e-07
0.0006306306306306306  -0.0005451006512975022  -0.000545154284936128  -5.363363862580239e-08
0.0006406406406406406  -0.0005577606581770191  -0.0005577893812738563  -2.872309683718891e-08
0.0006506506506506507  -0.0005698472921184576  -0.0005698952257372257  -4.793361876810533e-08
0.0006606606606606606  -0.0005813503081516339  -0.0005814341418593431  -8.383370770921172e-08
0.0006706706706706706  -0.0005922604138377377  -0.0005923650781102985  -1.046642725607968e-07
0.0006806806806806807  -0.0006025691450622192  -0.0006026579805047922  -8.883544257295376e-08
0.0006906906906906907  -0.0006122687770123612  -0.0006123017587071136  -3.298169475246873e-08
0.0007007007007007007  -0.0006213522562807841  -0.0006213039774917182  4.827878906583146e-08
0.0007107107107107107  -0.0006298131470032506  -0.0006296836209546448  1.295260486057969e-07
0.0007207207207207207  -0.00063764558709033  -0.0006374605331003955  1.850539899344705e-07
0.0007307307307307307  -0.0006448442521536829  -0.0006446458047063848  1.984474472981534e-07
0.0007407407407407407  -0.0006514043254935428  -0.0006512364520136622  1.678734798805752e-07
0.0007507507507507507  -0.0006573214729785566  -0.0006572157671593074  1.057058192492112e-07
0.0007607607607607608  -0.0006625918219326831  -0.0006625585474748551  3.327445782796978e-08
0.0007707707707707707  -0.000667211943347784  -0.0006672388182435041  -2.687489572008282e-08
0.0007807807807807808  -0.000671178836881202  -0.0006712371216653662  -5.828478416428692e-08
0.0007907907907907908  -0.0006744899182073908  -0.0006745449873208294  -5.50691134386036e-08
0.0008008008008008008  -0.0006771430083854853  -0.0006771654768714575  -2.246848597225928e-08
0.0008108108108108108  -0.0006791363249622441  -0.0006791101570513348  2.616791090921926e-08
0.0008208208208208208  -0.0006804684745889698  -0.0006803939731121948  7.450147677500862e-08
0.0008308308308308308  -0.000681138446975558  -0.0006810299473833071  1.084995922508896e-07
0.0008408408408408408  -0.0006811456100366905  -0.000681025374620638  1.202354160524752e-07
0.0008508508508508508  -0.0006804897061195769  -0.0006803804346507441  1.092714688328547e-07
0.0008608608608608609  -0.0006791708492246732  -0.0006790892311614965  8.161806317667601e-08
0.0008708708708708709  -0.0006771895231553283  -0.0006771425207560783  4.700239925005054e-08
0.0008808808808808808  -0.0006745465805505457  -0.0006745310255526918  1.555499785390029e-08
0.0008908908908908909  -0.0006712432427730591  -0.0006712482666642396  -5.023891180453918e-09
0.0009009009009009009  -0.0006672811006412919  -0.0006672922116682216  -1.111102692968532e-08
0.0009109109109109108  -0.0006626621160095795  -0.0006626655165652866  -3.400555707139784e-09
0.0009209209209209209  -0.0006573886242155568  -0.000657374582810474  1.404140508281648e-08
0.0009309309309309309  -0.0006514633374303529  -0.0006514279237916584  3.541363869448595e-08
0.000940940940940941  -0.0006448893489621339  -0.0006448344063455985  5.494261653537363e-08
0.0009509509509509509  -0.0006376701385793538  -0.0006376018363099264  6.830226942746483e-08
0.0009609609609609609  -0.0006298095789425012  -0.0006297361659322846  7.341301021658673e-08
0.000970970970970971  -0.000621311943247186  -0.0006212413915799679  7.055166721811005e-08
0.0009809809809809809  -0.0006121819142093248  -0.0006121200379490629  6.187626026192636e-08
0.0009909909909909911  -0.0006024245945423987  -0.0006023740162149539  5.057832744477259e-08
0.001001001001001001  -0.000592045512960618  -0.0005920056011382028  3.99118224151708e-08
0.001011011011011011  -0.0005810506020205484  -0.0005810182862388402  3.231578170814417e-08
0.001021021021021021  -0.0005694463612227936  -0.0005694173334354084  2.902778738515452e-08
0.001031031031031031  -0.0005572397151922905  -0.0005572099205889173  2.979460337324859e-08
0.001041041041041041  -0.0005444380910043942  -0.0005444048923634509  3.319864094329834e-08
0.001051051051051051  -0.0005310494428088835  -0.0005310122182155357  3.722459334786626e-08
0.001061061061061061  -0.0005170822801272752  -0.0005170423344178431  3.994570943206127e-08
0.001071071071071071  -0.0005025457003911492  -0.0005025055746801729  4.012571097633012e-08
0.001081081081081081  -0.0004874494263747949  -0.000487411865107476  3.756126731890332e-08
0.001091091091091091  -0.0004718038492879892  -0.0004717707784851711  3.307080281806729e-08
0.001101101101101101  -0.0004556200784395191  -0.0004555919319424128  2.814649710633672e-08
0.001111111111111111  -0.0004389099985028098  -0.0004388856047735657  2.439372924413919e-08
0.001121121121121121  -0.0004216863356300723  -0.0004216633848272147  2.295080285763746e-08
0.001131131131131131  -0.0004039627338242955  -0.000403938646566853  2.408725744253506e-08
0.001141141141141141  -0.00038575384322978  -0.0003857267253164182  2.71179133618459e-08
0.001151151151151151  -0.0003670754222329205  -0.000367044761031185  3.066120173554621e-08
0.001161161161161161  -0.0003479444555591412  -0.0003479113047818678  3.315077727334814e-08
0.001171171171171171  -0.0003283792908107231  -0.0003283458708309441  3.341997977901294e-08
0.001181181181181181  -0.0003083997961772263  -0.0003083686451554309  3.115102179538417e-08
0.001191191191191191  -0.000288027542299406  -0.0002880005169902875  2.702530911850767e-08
0.001201201201201201  -0.0002672860113925639  -0.0002672634979248245  2.2513467739431e-08
0.001211211211211211  -0.000246200836742232  -0.0002461814681161473  1.936862608470889e-08
0.001221221221221221  -0.0002248000753829514  -0.0002247810843883202  1.899099463117623e-08
0.001231231231231231  -0.0002031145159941811  -0.0002030926366555267  2.187933865436002e-08
0.001241241241241241  -0.0001811780226373392  -0.0001811506638597345  2.73587776047305e-08
0.001251251251251251  -0.0001590279123855269  -0.0001589942293636507  3.368302187620425e-08
0.001261261261261261  -0.0001367053609910555  -0.0001366668766292263  3.848436182923853e-08
0.001271271271271271  -0.0001142558247117322  -0.0001142163954322487  3.9429279483533e-08
0.001281281281281281  -9.172945784216022e-05  -9.169458652793585e-05  3.487131422437754e-08
0.001291291291291291  -6.918149383007669e-05  -6.91571957850462e-05  2.429804503048083e-08
0.001301301301301301  -4.667254292192849e-05  -4.666410003523282e-05  8.442886695664482e-09
0.001311311311311311  -2.426874148837883e-05  -2.427969381385405e-05  -1.09523254752246e-08
0.001321321321321321  -2.041669597271629e-06  -2.073292188153638e-06  -3.162259088200846e-08
0.001331331331331331  1.99320625278459e-05  1.988072510379248e-05  -5.133742405341989e-08
0.001341341341341341  4.15716651702856e-05  4.150331697067272e-05  -6.834819961288073e-08
0.001351351351351351  6.279355183596169e-05  6.271194948601842e-05  -8.160234994326789e-08
0.001361361361361361  8.351331072234396e-05  8.342260749210194e-05  -9.070323024201754e-08
0.001371371371371371  0.0001036482495355096  0.0001035525541848852  -9.569535062440226e-08
0.001381381381381381  0.0001231203942343849  0.0001230235813665628  -9.681286782214612e-08
0.001391391391391391  0.000141859701843194  0.0001417653807821587  -9.432106103527738e-08
0.001401401401401401  0.0001598071410211344  0.0001597186286495863  -8.851237154807877e-08
0.001411411411411411  0.0001769172416550075  0.0001768374151426764  -7.982651233112053e-08
0.001421421421421421  0.0001931597478344983  0.0001930907535005241  -6.899433397424817e-08
0.001431431431431431  0.0002085201353619688  0.0002084630426036042  -5.709275836457742e-08
0.001441441441441441  0.0002229989473754263  0.0002229535015360525  -4.544583937380535e-08
0.001451451451451451  0.0002366101046747188  0.0002365747183648279  -3.538630989090492e-08
0.001461461461461461  0.000249378501537552  0.0002493505410051113  -2.796053244068664e-08
0.001471471471471471  0.000261337265107618  0.0002613135793705822  -2.368573703576821e-08
0.001481481481481481  0.0002725250329372237  0.0002725025879958992  -2.244494132447403e-08
0.001491491491491492  0.0002829835156857233  0.0002829599657871436  -2.354989857972483e-08
0.001501501501501501  0.0002927554984148957  0.0002927295556112474  -2.594280364831688e-08
0.001511511511511511  0.0003018833291664928  0.0003018548618762549  -2.84672902378701e-08
0.001521521521521522  0.0003104078665220969  0.0003103777383521515  -3.012816994539882e-08
0.001531531531531532  0.0003183678145193819  0.0003183375386954379  -3.027582394401866e-08
0.001541541541541541  0.0003257993577739452  0.0003257706743536998  -2.868342024542423e-08
0.001551551551551552  0.0003327360128846632  0.0003327104929481849  -2.551993647827155e-08
0.001561561561561562  0.0003392086254104292  0.0003391873769989559  -2.124841147330874e-08
0.001571571571571571  0.00034524545806741  0.0003452289673361279  -1.649073128214256e-08
0.001581581581581582  0.0003508723309712571  0.0003508604340401275  -1.189693112958485e-08
0.001591591591591592  0.0003561127876184806  0.0003561047439328754  -8.043685605172574e-09
0.001601601601601602  0.0003609882696049651  0.0003609828999896421  -5.36961532296475e-09
0.001611611611611612  0.0003655182900262534  0.000365514147906756  -4.142119497385893e-09
0.001621621621621622  0.0003697205996798369  0.0003697161547225245  -4.444957312432166e-09
0.001631631631631632  0.0003736113432435291  0.0003736051641847136  -6.179058815558146e-09
0.001641641641641642  0.0003772052042146058  0.0003771961275777899  -9.076636815958695e-09
0.001651651651651652  0.0003805155384040136  0.000380502803032252  -1.273537176155757e-08
0.001661661661661662  0.0003835544962821429  0.000383537816273185  -1.668000895786942e-08
0.001671671671671672  0.0003863331348825441  0.0003863126835101585  -2.045137238558406e-08
0.001681681681681682  0.0003888615199197899  0.0003888378105027373  -2.370941705259148e-08
0.001691691691691692  0.0003911488188985428  0.000391122494886125  -2.632401241783747e-08
0.001701701701701702  0.0003932033859804415  0.0003931749645399925  -2.842144044900652e-08
0.001711711711711712  0.0003950328392881446  0.0003950024781682872  -3.036111985741741e-08
0.001721721721721722  0.0003966441313253449  0.0003966114951558115  -3.263616953335519e-08
0.001731731731731732  0.0003980436131048559  0.0003980078956303016  -3.571747455427803e-08
0.001741741741741742  0.0003992370925452587  0.0003991972079428787  -3.988460238002565e-08
0.001751751751751752  0.0004002298876364898  0.0004001847893889228  -4.509824756704101e-08
0.001761761761761762  0.0004010268748835772  0.00040097591311043  -5.096177314726277e-08
0.001771771771771772  0.0004016325333470823  0.0004015757392460301  -5.679410105218202e-08
0.001781781781781782  0.0004020509848068618  0.0004019891839158944  -6.18008909674078e-08
0.001791791791791792  0.0004022860302655458  0.0004022207333100304  -6.529695551534681e-08
0.001801801801801802  0.0004023411832187407  0.0004022742697074304  -6.691351131033396e-08
0.001811811811811812  0.0004022196999030702  0.0004021529741314239  -6.672577164629559e-08
0.001821821821821822  0.0004019246068445169  0.0004018593468070152  -6.526003750172453e-08
0.001831831831831832  0.0004014587259078055  0.0004013953496977587  -6.337621004674689e-08
0.001841841841841842  0.0004008246971027624  0.0004007626379680307  -6.205913473167129e-08
0.001851851851851852  0.0004000249992984945  0.0003999628218130217  -6.21774854728252e-08
0.001861861861861862  0.0003990619690973304  0.0003989976943513071  -6.427474602332733e-08
0.001871871871871872  0.0003979378179790644  0.0003978693752597144  -6.844271934999032e-08
0.001881881881881882  0.0003966546478799164  0.0003965803466714548  -7.430120846162831e-08
0.001891891891891892  0.0003952144653430564  0.0003951333870501495  -8.107829290690842e-08
0.001901901901901902  0.0003936191943856563  0.0003935314307059948  -8.776367966146104e-08
0.001911911911911912  0.0003918706881800396  0.0003917773903263479  -9.329785369168982e-08
0.001921921921921922  0.0003899707396819239  0.000389873978189414  -9.676149250988433e-08
0.001931931931931932  0.0003879210911634435  0.0003878235537403088  -9.753742313464969e-08
0.001941941941941942  0.0003857234430407286  0.0003856280169600321  -9.542608069647339e-08
0.001951951951951952  0.0003833794616609797  0.0003832887619345643  -9.069972641543482e-08
0.001961961961961962  0.0003808907865510896  0.0003808067024761434  -8.408407494624529e-08
0.001971971971971972  0.0003782590368285842  0.0003781823774438713  -7.665938471290495e-08
0.001981981981981982  0.0003754858170649934  0.0003754161330888116  -6.96839761818468e-08
0.001991991991991992  0.0003725727225556774  0.0003725083619987523  -6.436055692511438e-08
0.002002002002002002  0.0003695213413655505  0.00036945975695806  -6.158440749053822e-08
0.002012012012012012  0.0003663332560151045  0.0003662715217118775  -6.173430322698641e-08
0.002022022022022022  0.0003630100717940678  0.0003629454787578663  -6.459303620150398e-08
0.002032032032032032  0.0003595533899309958  0.000359484032699504  -6.935723149173153e-08
0.002042042042042042  0.0003559648218765568  0.0003558899846737105  -7.483720284630086e-08
0.002052052052052052  0.0003522459920141952  0.0003521662387840673  -7.975323012784398e-08
0.002062062062062062  0.0003483985400956466  0.0003483154797008811  -8.306039476552911e-08
0.002072072072072072  0.0003444241234845877  0.0003443399163374536  -8.420714713410285e-08
0.002082082082082082  0.0003403244190559007  0.0003402411712478331  -8.324780806758317e-08
0.002092092092092092  0.0003361011248595206  0.0003360203516396091  -8.077321991155958e-08
0.002102102102102102  0.000331755961650024  0.0003316782793104603  -7.768233956372298e-08
0.002112112112112112  0.0003272906741863201  0.0003272158036891806  -7.487049713951303e-08
0.002122122122122122  0.0003227070322891835  0.000322634093933691  -7.293835549247859e-08
0.002132132132132132  0.0003180068318554598  0.000317934813708475  -7.201814698483237e-08
0.002142142142142142  0.0003131918955850505  0.0003131201238226016  -7.177176244890348e-08
0.002152152152152152  0.0003082640737204171  0.0003081925186922201  -7.155502819693876e-08
0.002162162162162162  0.0003032252444936924  0.0003031545606123056  -7.0683881386814e-08
0.002172172172172172  0.0002980773146199666  0.0002980086100405233  -6.870457944327824e-08
0.002182182182182182  0.0002928222195772867  0.0002927566483746  -6.557120268670591e-08
0.002192192192192192  0.0002874619237767677  0.0002874002533765998  -6.167040016787258e-08
0.002202202202202202  0.0002819984207721896  0.0002819407306010773  -5.769017111234825e-08
0.002212212212212212  0.0002764337332193877  0.0002763793483058411  -5.438491354654851e-08
0.002222222222222222  0.000270769912862488  0.0002707175887523782  -5.232411010979571e-08
0.002232232232232232  0.0002650090404250841  0.0002649573272887421  -5.171313634196083e-08
0.002242242242242242  0.0002591532254490417  0.0002591008811092503  -5.23443397913324e-08
0.002252252252252252  0.0002532046060127708  0.0002531509192203314  -5.368679243945547e-08
0.002262262262262262  0.0002471653484879559  0.0002471102745717693  -5.507391618659241e-08
0.002272272272272272  0.0002410376471627966  0.0002409817303971595  -5.591676563709022e-08
0.002282282282282282  0.0002348237238494414  0.000234767855419049  -5.58684303923751e-08
0.002292292292292292  0.0002285258274746716  0.0002284709379402669  -5.488953440472297e-08
