t  x_1  x_2  x_3  x_4  x_5  x_6
0  0  -0.0006137988499737104  -0.0006137988499737104  -0.0003132635044244681  -0.0003132635044244681  -0.0003005353455492423
1.001001001001001e-05  0.006212152667322569  0.00437561653212294  -0.001836536135199629  0.004588701402431056  -0.001623451264891513  -0.000213084870308116
2.002002002002002e-05  0.008166123050392746  0.007875881527652685  -0.0002902415227400614  0.008240560576477467  7.443752608472104e-05  -0.0003646790488247825
3.003003003003003e-05  0.01118892309925417  0.01120649216054314  1.756906128896896e-05  0.01177783273027801  0.0005889096310238359  -0.000571340569734867
4.004004004004004e-05  0.0155867642795171  0.01526660695480857  -0.0003201573247085341  0.01600107796574452  0.0004143136862274216  -0.0007344710109359557
5.005005005005005e-05  0.02126773639039739  0.02053570844586732  -0.0007320279445300754  0.02136369984275295  9.596345235556025e-05  -0.0008279913968856356
6.006006006006006e-05  0.02811738783425845  0.02714354076349465  -0.0009738470707638044  0.02802175435474542  -9.563347951302772e-05  -0.0008782135912507767
7.007007007007007e-05  0.03602843673418162  0.034983857508477  -0.001044579225704619  0.03592211375203509  -0.0001063229821465297  -0.0009382562435580888
8.008008008008008e-05  0.0449023877343357  0.04384106442550248  -0.001061323308833219  0.04490136466519326  -1.023069142437605e-06  -0.001060300239690781
9.009009009009009e-05  0.05464893229542084  0.05350049271317638  -0.001148439582244462  0.05477122702498  0.0001222947295591581  -0.00127073431180362
0.0001001001001001001  0.06518523395682593  0.06382099562904349  -0.001364238327782444  0.06537511529297596  0.0001898813361500273  -0.001554119663932471
0.0001101101101101101  0.07643526390942655  0.0747605718131675  -0.001674692096259048  0.07661148510793958  0.0001762211985130296  -0.001850913294772077
0.0001201201201201201  0.0883291950000617  0.08635864675927146  -0.001970548240790237  0.08842939341746966  0.0001001984174079651  -0.002070746658198203
0.0001301301301301301  0.1008028499739098  0.09868926353604025  -0.002113586437869547  0.1008077126359384  4.862662028579101e-06  -0.002118449099898126
0.0001401401401401401  0.113797199218909  0.111805250146039  -0.001991949072869995  0.1137307016976447  -6.649752126429431e-05  -0.0019254515516057
0.0001501501501501501  0.1272579035528365  0.1256933030827311  -0.001564600470105371  0.1271698094760101  -8.809407682636161e-05  -0.001476506393279009
0.0001601601601601602  0.1411348980786486  0.1402543288206777  -0.0008805692579708646  0.1410764887422513  -5.840933639725265e-05  -0.000822159921573612
0.0001701701701701702  0.1553820134007655  0.1553142314937026  -6.778190706291376e-05  0.1553856046427101  3.591241944600476e-06  -7.137314900751424e-05
0.0001801801801801802  0.1699566308858406  0.170660416237159  0.0007037853513184034  0.1700254524823143  6.882159647370045e-05  0.0006349637548447029
0.0001901901901901902  0.1848193689054505  0.1860914639952248  0.001272095089774328  0.1849292174038737  0.0001098484984232151  0.001162246591351113
0.0002002002002002002  0.1999337973226287  0.2014638706094423  0.001530073286813621  0.2000436484301882  0.0001098511075594555  0.001420222179254166
0.0002102102102102102  0.2152661776534457  0.2167212648112015  0.001455087157755858  0.21533282168023  6.66440267843571e-05  0.001388443130971501
0.0002202202202202202  0.230785226641075  0.2318974477138342  0.00111222107275924  0.2307770123577747  -8.214283300278513e-06  0.001120435356059518
0.0002302302302302302  0.2464619011116192  0.2470929773410104  0.0006310762293912087  0.2463680873454497  -9.381376616954262e-05  0.0007248899955607513
0.0002402402402402402  0.2622692021964999  0.2624332335625118  0.0001640313660118964  0.2621032416292861  -0.0001659605672137965  0.0003299919332256929
0.0002502502502502502  0.2781819971472317  0.2780214428223508  -0.0001605543248808794  0.2779786081951616  -0.000203388952070116  4.283462718923658e-05
0.0002602602602602602  0.2941768570696952  0.2939013863341752  -0.0002754707355200336  0.2939837700142542  -0.0001930870554409658  -8.238368007906782e-05
0.0002702702702702703  0.3102319089789002  0.3100411684496786  -0.000190740529221578  0.3100978848196637  -0.0001340241592364677  -5.671636998511032e-05
0.0002802802802802803  0.3263267005649046  0.3263425979128367  1.58973479321145e-05  0.326288079356118  -3.862120878661557e-05  5.451855671873007e-05
0.0002902902902902903  0.3424420758585948  0.3426725934527814  0.00023051759418663  0.3425107618757443  6.868601714943301e-05  0.000161831577037197
0.0003003003003003003  0.3585600596011489  0.3589060994406101  0.0003460398394612429  0.3587162173396586  0.0001561577385097435  0.0001898821009514995
0.0003103103103103103  0.3746637471155261  0.3749664144251827  0.0003026673096566124  0.3748561134797603  0.0001923663642341977  0.0001103009454224146
0.0003203203203203203  0.3907371947262067  0.3908496706065227  0.0001124758803159875  0.3908924899962234  0.0001552952700166754  -4.281938970068788e-05
0.0003303303303303303  0.4067653021600945  0.4066251603289124  -0.0001401418311820501  0.4068058454400854  4.054327999086782e-05  -0.000180685111172918
0.0003403403403403403  0.4227336719256053  0.4224107260141828  -0.0003229459114224564  0.4225995817804354  -0.0001340901451698517  -0.0001888557662526047
0.0003503503503503503  0.4386284184429144  0.4383301783293094  -0.0002982401136049639  0.4382986382600382  -0.0003297801828761604  3.154006927119646e-05
0.0003603603603603604  0.4544358778057525  0.4544653016476485  2.942384189602576e-05  0.4539415874436052  -0.000494290362147265  0.0005237142040432907
0.0003703703703703704  0.4701421296825334  0.4708167477783957  0.0006746180958622783  0.4695673251733284  -0.0005748045092049403  0.001249422605067219
0.0003803803803803804  0.4857321733325911  0.4872855089136853  0.001553335581094162  0.4851990952348029  -0.0005330780977882421  0.002086413678882404
0.0003903903903903904  0.5011884801167495  0.5036805374893615  0.002492057372611933  0.5008293612708842  -0.0003591188458653694  0.002851176218477303
0.0004004004004004004  0.5164884465581757  0.519750347094606  0.003261900536430273  0.5164087289140377  -7.971764413805538e-05  0.003341618180568329
0.0004104104104104104  0.5315999635619053  0.5352294537891452  0.003629490227239907  0.5318409339685484  0.0002409704066430596  0.003388519820596847
0.0004204204204204204  0.5464739029632836  0.5498864026331104  0.003412499669826818  0.5469843904116684  0.0005104874483847777  0.002902012221442041
0.0004304304304304304  0.5610319569234428  0.563560063315104  0.002528106391661233  0.5616595487088012  0.0006275917853584279  0.001900514606302806
0.0004404404404404404  0.5751485803590437  0.5761748056684468  0.001026225309403106  0.5756607409140103  0.0005121605549666119  0.000514064754436494
0.0004504504504504505  0.5886284844054505  0.5877317986966869  -0.000896685708763556  0.5887712770148144  0.0001427926093638954  -0.001039478318127451
0.0004604604604604604  0.6011892220315048  0.5982809336987084  -0.002908288332796438  0.6007809347692213  -0.0004082872622834799  -0.002500001070512958
0.0004704704704704705  0.6124728214227654  0.6078835271129794  -0.004589294309785941  0.6115051396649034  -0.0009676817578619934  -0.003621612551923947
0.0004804804804804805  0.6221181290569182  0.6165783273130887  -0.005539801743829509  0.62080471109556  -0.001313417961358199  -0.00422638378247131
0.0004904904904904905  0.6298932438692111  0.6243617944881814  -0.005531449381029674  0.6286040919760962  -0.001289151893114848  -0.004242297487914826
0.0005005005005005005  0.6358118278958327  0.6311887242873827  -0.004623103608449974  0.6349049362472539  -0.0009068916485788225  -0.003716211959871152
0.0005105105105105105  0.6401330534475417  0.6369926351349878  -0.00314041831255385  0.6397914803421902  -0.0003415731053514337  -0.002798845207202416
0.0005205205205205205  0.6432438914633308  0.64171902285524  -0.001524868608090868  0.6434248384479868  0.000180946984655983  -0.001705815592746851
0.0005305305305305305  0.6455229215143573  0.6453605349526529  -0.0001623865617044196  0.6460253763419691  0.0005024548276117979  -0.0006648413893162175
0.0005405405405405405  0.6472643292146701  0.6479825165419669  0.000718187327296782  0.6478451986746298  0.0005808694599596098  0.0001373178673371722
0.0005505505505505506  0.6486657412686229  0.6497303307674283  0.001064589498805391  0.6491356274869466  0.0004698862183237784  0.0005947032804816121
0.0005605605605605605  0.64984809542818  0.6508153742601556  0.0009672788319755599  0.6501163181660745  0.0002682227378945079  0.000699056094081052
0.0005705705705705706  0.6508814259365813  0.6514830585759116  0.0006016326393303295  0.6509526004887637  7.117455218241808e-05  0.0005304580871479114
0.0005805805805805806  0.651805396926928  0.6519712798684981  0.0001658829415701613  0.6517456078723134  -5.978905461456741e-05  0.0002256719961847287
0.0005905905905905905  0.6526427280880212  0.6524705162637225  -0.000172211824298607  0.6525363358388466  -0.0001063922491745251  -6.581957512408199e-05
