t  x_1
0.002822822822822823  5.752845005386015e-08
0.002832832832832833  5.755897891545008e-08
0.002842842842842843  5.68775271964097e-08
0.002852852852852853  5.653932372105679e-08
0.002862862862862863  5.619228144053168e-08
0.002872872872872873  5.621251728065359e-08
0.002882882882882883  5.585334462653035e-08
0.002892892892892893  5.549734007453726e-08
0.002902902902902903  5.471685719347898e-08
0.002912912912912913  5.472258536856437e-08
0.002922922922922923  5.432811608209472e-08
0.002932932932932933  5.352034185519646e-08
0.002942942942942943  5.311747059075847e-08
0.002952952952952953  5.30929292804907e-08
0.002962962962962963  5.266415735253605e-08
0.002972972972972973  5.18214011463626e-08
0.002982982982982983  5.176828091059654e-08
0.002992992992992993  5.13144070882602e-08
0.003003003003003003  5.087899945112419e-08
0.003013013013013013  5.038216247189752e-08
0.003023023023023023  4.990393958746467e-08
0.003033033033033033  4.941775011926742e-08
0.003043043043043043  4.895075745737953e-08
0.003053053053053053  4.798987280442386e-08
0.003063063063063063  4.750408404822475e-08
0.003073073073073073  4.739489167337572e-08
0.003083083083083083  4.687271461706844e-08
0.003093093093093093  4.59287442070042e-08
0.003103103103103103  4.538918856505247e-08
0.003113113113113113  4.484255154929989e-08
0.003123123123123123  4.426173249353433e-08
0.003133133133133133  4.372837733341322e-08
0.003143143143143143  4.359392513809259e-08
0.003153153153153153  4.255994936440769e-08
0.003163163163163163  4.197931317084776e-08
0.003173173173173173  4.184689844936164e-08
0.003183183183183183  4.125104384964299e-08
0.003193193193193193  4.064859083952997e-08
0.003203203203203203  4.003963625198638e-08
0.003213213213213213  3.900605481933501e-08
0.003223223223223223  3.880261199784084e-08
0.003233233233233233  3.773700461548421e-08
0.003243243243243243  3.713221922319722e-08
0.003253253253253253  3.649589187297892e-08
0.003263263263263263  3.585491100532992e-08
0.003273273273273273  3.52062585771718e-08
0.003283283283283283  3.474949645937823e-08
0.003293293293293293  3.425861330026937e-08
0.003303303303303303  3.359045868404653e-08
0.003313313313313313  3.27512551828999e-08
0.003323323323323323  3.205133090540103e-08
0.003333333333333333  3.155424917185989e-08
0.003343343343343343  3.070645245983326e-08
0.003353353353353353  2.999266154436741e-08
0.003363363363363363  2.93188157502192e-08
0.003373373373373373  2.861799486773443e-08
0.003383383383383383  2.789141430960289e-08
0.003393393393393393  2.720290061408922e-08
0.003403403403403403  2.648885065442629e-08
0.003413413413413413  2.57505703039669e-08
0.003423423423423423  2.520535445413892e-08
0.003433433433433433  2.43220464348796e-08
0.003443443443443443  2.357316541475827e-08
0.003453453453453453  2.283977155520367e-08
0.003463463463463463  2.212066239507216e-08
0.003473473473473473  2.136228867827791e-08
0.003483483483483484  2.061843227022538e-08
0.003493493493493493  1.987132240909473e-08
0.003503503503503503  1.913710870373255e-08
0.003513513513513514  1.838336655751178e-08
0.003523523523523523  1.762792303934539e-08
0.003533533533533533  1.685271086749134e-08
0.003543543543543544  1.610519395607919e-08
0.003553553553553553  1.544922775742148e-08
0.003563563563563563  1.456041357765968e-08
0.003573573573573574  1.380413260486931e-08
0.003583583583583583  1.303259184204731e-08
0.003593593593593594  1.226026551126372e-08
0.003603603603603604  1.1472431454718e-08
0.003613613613613613  1.079024428132788e-08
0.003623623623623624  9.928429649997031e-09
0.003633633633633634  9.223636487035842e-09
0.003643643643643643  8.355551890218189e-09
0.003653653653653654  7.581176887217079e-09
0.003663663663663664  6.788779925558052e-09
0.003673673673673673  6.012690310130401e-09
0.003683683683683684  5.224691965276263e-09
0.003693693693693694  4.43117444114473e-09
0.003703703703703703  3.643922893461718e-09
0.003713713713713714  2.88371289544272e-09
0.003723723723723724  2.070047312326649e-09
0.003733733733733734  1.282237594150382e-09
0.003743743743743744  5.254310738529938e-10
0.003753753753753754  3.150087864451123e-10
0.003763763763763764  1.097248994635554e-09
0.003773773773773774  1.875590531809809e-09
0.003783783783783784  2.671640894864051e-09
0.003793793793793794  3.461188890345316e-09
0.003803803803803804  4.247746909114085e-09
0.003813813813813814  5.035315128852783e-09
0.003823823823823824  5.822755569668921e-09
0.003833833833833834  6.609963938941189e-09
0.003843843843843844  7.392366408671034e-09
0.003853853853853854  8.18313507463641e-09
0.003863863863863864  8.956201691079473e-09
0.003873873873873874  9.750278319276685e-09
0.003883883883883884  1.051905638350297e-08
0.003893893893893894  1.129673025611954e-08
0.003903903903903904  1.206885145414695e-08
0.003913913913913914  1.284704166068226e-08
0.003923923923923924  1.362416967908031e-08
0.003933933933933934  1.439449438519923e-08
0.003943943943943944  1.516274467651126e-08
0.003953953953953954  1.593451329575504e-08
0.003963963963963964  1.669824719697835e-08
0.003973973973973974  1.745233285925766e-08
0.003983983983983984  1.819551687890053e-08
0.003993993993993994  1.89727713945003e-08
0.004004004004004004  1.971708873102105e-08
0.004014014014014014  2.046587402642157e-08
0.004024024024024024  2.122011131711783e-08
0.004034034034034034  2.19447120983881e-08
0.004044044044044044  2.269245085820458e-08
0.004054054054054054  2.343732978731804e-08
0.004064064064064064  2.415916939884499e-08
0.004074074074074074  2.488680205774771e-08
0.004084084084084084  2.561054900455225e-08
0.004094094094094094  2.633021912098787e-08
0.004104104104104104  2.704569811018776e-08
0.004114114114114114  2.775694871062656e-08
0.004124124124124124  2.846378227210622e-08
0.004134134134134134  2.917782275203911e-08
0.004144144144144144  2.985191261408506e-08
0.004154154154154154  3.054468512969213e-08
0.004164164164164164  3.125727260828834e-08
0.004174174174174174  3.191567968354051e-08
0.004184184184184184  3.260635266208244e-08
0.004194194194194194  3.329212760763408e-08
0.004204204204204204  3.395999948203808e-08
0.004214214214214214  3.460945921740331e-08
0.004224224224224224  3.526634975199008e-08
0.004234234234234234  3.593089603858682e-08
0.004244244244244244  3.656328750887885e-08
0.004254254254254254  3.718973778166825e-08
0.004264264264264264  3.783704898444136e-08
0.004274274274274274  3.847851770663688e-08
0.004284284284284284  3.908690356797366e-08
0.004294294294294294  3.97026781579243e-08
0.004304304304304304  4.032558455236943e-08
0.004314314314314314  4.090150144412966e-08
0.004324324324324324  4.151162675850925e-08
0.004334334334334334  4.211513869003891e-08
0.004344344344344344  4.26984988047123e-08
0.004354354354354354  4.327496137387696e-08
0.004364364364364364  4.38312808482803e-08
0.004374374374374375  4.440735545692519e-08
0.004384384384384384  4.492355717220565e-08
0.004394394394394394  4.551160370405328e-08
0.004404404404404405  4.604004745647732e-08
0.004414414414414414  4.656139475802255e-08
0.004424424424424424  4.711368104565489e-08
0.004434434434434435  4.763288917451386e-08
0.004444444444444444  4.814459774248883e-08
0.004454454454454454  4.861198102593158e-08
0.004464464464464465  4.916890893914442e-08
0.004474474474474474  4.960979291137806e-08
0.004484484484484484  5.007935562908639e-08
0.004494494494494495  5.055275752625787e-08
0.004504504504504504  5.107393636821354e-08
0.004514514514514514  5.153002883965439e-08
0.004524524524524525  5.193011451331683e-08
0.004534534534534534  5.237102467087545e-08
0.004544544544544544  5.280366175206109e-08
0.004554554554554555  5.323287159443357e-08
0.004564564564564564  5.368198022818171e-08
0.004574574574574574  5.408812789037137e-08
0.004584584584584585  5.445012318090613e-08
0.004594594594594595  5.484039008268859e-08
0.004604604604604604  5.522612046171469e-08
0.004614614614614615  5.559483456888563e-08
0.004624624624624625  5.595895745571194e-08
0.004634634634634634  5.634302144554549e-08
0.004644644644644645  5.666052598111333e-08
0.004654654654654655  5.699794460884019e-08
0.004664664664664664  5.735367259934259e-08
0.004674674674674675  5.766839256003553e-08
0.004684684684684685  5.795850818004994e-08
0.004694694694694694  5.82569006449242e-08
0.004704704704704705  5.856662986193474e-08
0.004714714714714715  5.883134693565402e-08
0.004724724724724724  5.910644608603506e-08
0.004734734734734735  5.936857823820176e-08
0.004744744744744745  5.962313588689457e-08
0.004754754754754754  5.987750749669083e-08
0.004764764764764765  6.010393319085272e-08
0.004774774774774775  6.03300921871171e-08
0.004784784784784784  6.054671685251239e-08
0.004794794794794795  6.075376853075613e-08
0.004804804804804805  6.095131822742147e-08
0.004814814814814814  6.11390155547745e-08
0.004824824824824825  6.131714977249698e-08
0.004834834834834835  6.148002600860857e-08
0.004844844844844844  6.164383433538461e-08
0.004854854854854855  6.179326568734386e-08
0.004864864864864865  6.192041807515479e-08
0.004874874874874875  6.204775771194401e-08
0.004884884884884885  6.218047777577076e-08
0.004894894894894895  6.229063393483901e-08
0.004904904904904905  6.237134422847192e-08
0.004914914914914915  6.245934582942457e-08
0.004924924924924925  6.253746835351272e-08
0.004934934934934935  6.263144509439981e-08
0.004944944944944945  6.266441980164213e-08
0.004954954954954955  6.274127648360943e-08
0.004964964964964965  6.278217757683889e-08
0.004974974974974975  6.277992284387233e-08
0.004984984984984985  6.283326971545963e-08
0.004994994994994995  6.28072719080979e-08
0.005005005005005005  6.284459192278745e-08
0.005015015015015015  6.283533528462773e-08
0.005025025025025025  6.277378210349172e-08
0.005035035035035035  6.274276129401903e-08
0.005045045045045045  6.274791210619305e-08
0.005055055055055055  6.26989009134393e-08
0.005065065065065065  6.258940547947211e-08
0.005075075075075075  6.257030714590825e-08
0.005085085085085085  6.243980362492108e-08
0.005095095095095095  6.234768601273314e-08
0.005105105105105105  6.224915920783634e-08
0.005115115115115115  6.213906801215903e-08
0.005125125125125125  6.201538236088134e-08
0.005135135135135135  6.19475789972142e-08
0.005145145145145145  6.174993873840144e-08
0.005155155155155155  6.166190361715852e-08
0.005165165165165165  6.150858672054007e-08
0.005175175175175175  6.134143066661197e-08
0.005185185185185185  6.116457691937834e-08
0.005195195195195195  6.097805905004383e-08
0.005205205205205205  6.074079957107485e-08
0.005215215215215215  6.057136942885294e-08
0.005225225225225225  6.032270791128156e-08
0.005235235235235235  6.009708092729424e-08
0.005245245245245245  5.986189121575249e-08
0.005255255255255255  5.961729346497089e-08
0.005265265265265265  5.936320208295575e-08
0.005275275275275275  5.909978905289093e-08
0.005285285285285285  5.88269569565027e-08
0.005295295295295295  5.854485619205143e-08
0.005305305305305305  5.825349586439659e-08
0.005315315315315315  5.795296548275008e-08
0.005325325325325325  5.768696524522306e-08
0.005335335335335335  5.731331058845462e-08
0.005345345345345345  5.698522954838381e-08
0.005355355355355355  5.670458719407042e-08
0.005365365365365365  5.631356996320252e-08
0.005375375375375375  5.595882200615468e-08
0.005385385385385385  5.559517093984455e-08
0.005395395395395395  5.526923078318097e-08
0.005405405405405406  5.484148961135994e-08
0.005415415415415415  5.445163834152445e-08
0.005425425425425425  5.405317605980875e-08
0.005435435435435436  5.369376308373625e-08
0.005445445445445445  5.321875412477861e-08
0.005455455455455455  5.283076897393179e-08
0.005465465465465466  5.238655382087363e-08
0.005475475475475475  5.193398708146686e-08
0.005485485485485485  5.149730419836589e-08
0.005495495495495496  5.104042157573135e-08
0.005505505505505505  5.057542746259803e-08
0.005515515515515515  5.010250192265943e-08
0.005525525525525526  4.964578658118965e-08
0.005535535535535535  4.910872861535609e-08
0.005545545545545545  4.866042287511623e-08
0.005555555555555556  4.813215014647727e-08
0.005565565565565565  4.762032460648271e-08
0.005575575575575575  4.710096456471842e-08
0.005585585585585586  4.657410854176687e-08
0.005595595595595595  4.601629241084571e-08
0.005605605605605605  4.549850346511909e-08
0.005615615615615616  4.494983794129821e-08
0.005625625625625626  4.439406017275592e-08
0.005635635635635635  4.38312580780169e-08
0.005645645645645646  4.326152088523249e-08
0.005655655655655656  4.266224223936973e-08
0.005665665665665665  4.207911951623309e-08
0.005675675675675676  4.148934885953003e-08
0.005685685685685686  4.093705427549235e-08
0.005695695695695695  4.0290240144217e-08
0.005705705705705706  3.972401921237803e-08
0.005715715715715716  3.906567421833536e-08
0.005725725725725725  3.846499840754332e-08
0.005735735735735736  3.781636910479173e-08
0.005745745745745746  3.722329454705084e-08
0.005755755755755755  3.656322827753475e-08
0.005765765765765766  3.593719474201332e-08
0.005775775775775776  3.526628916544069e-08
0.005785785785785785  3.462825559049175e-08
0.005795795795795796  3.396550127231941e-08
0.005805805805805806  3.327929287272121e-08
0.005815815815815815  3.262388722725627e-08
0.005825825825825826  3.194536118938294e-08
0.005835835835835836  3.122811476777889e-08
0.005845845845845845  3.054034347622896e-08
0.005855855855855856  2.989561815971362e-08
0.005865865865865866  2.918140656383594e-08
0.005875875875875875  2.84487130407512e-08
0.005885885885885886  2.778584837066884e-08
0.005895895895895896  2.704559349893216e-08
0.005905905905905906  2.634352290022935e-08
0.005915915915915916  2.56105481249111e-08
0.005925925925925926  2.488669747264561e-08
0.005935935935935936  2.415903872279099e-08
0.005945945945945946  2.341627024301386e-08
0.005955955955955956  2.270322409577063e-08
0.005965965965965966  2.194355682041578e-08
0.005975975975975976  2.120188221478536e-08
0.005985985985985986  2.045674371136337e-08
0.005995995995995996  1.971701810405013e-08
0.006006006006006006  1.897275865546294e-08
0.006016016016016016  1.821719580230481e-08
0.006026026026026026  1.744555977974536e-08
0.006036036036036036  1.66976297633604e-08
0.006046046046046046  1.59390278287696e-08
0.006056056056056056  1.516737936949941e-08
0.006066066066066066  1.440267779320459e-08
0.006076076076076076  1.362752295118169e-08
0.006086086086086086  1.285418377014754e-08
0.006096096096096096  1.207032284507821e-08
0.006106106106106106  1.130187577640476e-08
0.006116116116116116  1.051952656156293e-08
0.006126126126126126  9.742507506658357e-09
0.006136136136136136  8.9620439366002e-09
0.006146146146146146  8.180012719811811e-09
0.006156156156156156  7.39910439718969e-09
0.006166166166166166  6.605819195757632e-09
0.006176176176176176  5.818831757667615e-09
0.006186186186186186  5.031395908470543e-09
0.006196196196196196  4.23793817069661e-09
0.006206206206206206  3.454117523617893e-09
0.006216216216216216  2.663859211256202e-09
0.006226226226226226  1.868140057632202e-09
0.006236236236236236  1.083487583272485e-09
0.006246246246246246  3.071700579515269e-10
0.006256256256256256  4.8475964877625e-10
0.006266266266266266  1.263004786537974e-09
0.006276276276276276  2.087671849296259e-09
0.006286286286286286  2.877046829296319e-09
0.006296296296296296  3.679189740389512e-09
0.006306306306306306  4.408695545885086e-09
0.006316316316316316  5.243766203826401e-09
0.006326326326326326  5.993846473148079e-09
0.006336336336336336  6.819266849661984e-09
0.006346346346346346  7.547030252461978e-09
0.006356356356356356  8.329056055439235e-09
0.006366366366366366  9.110800155197508e-09
0.006376376376376376  9.96906404505431e-09
0.006386386386386386  1.073413522038788e-08
0.006396396396396396  1.15116569555343e-08
0.006406406406406407  1.221736857656791e-08
0.006416416416416416  1.300892795226096e-08
0.006426426426426426  1.383556169012194e-08
0.006436436436436437  1.46253600904171e-08
0.006446446446446446  1.521675202322293e-08
0.006456456456456456  1.597624058448814e-08
0.006466466466466467  1.690475929227869e-08
0.006476476476476476  1.766326128238223e-08
0.006486486486486486  1.844467341311916e-08
0.006496496496496497  1.919798749657479e-08
0.006506506506506506  1.992723733391023e-08
0.006516516516516516  2.067573286424351e-08
0.006526526526526527  2.142094840457895e-08
0.006536536536536536  2.216276568280481e-08
0.006546546546546546  2.292565113092992e-08
0.006556556556556557  2.366071292815721e-08
0.006566566566566566  2.439201030839743e-08
0.006576576576576576  2.511942681477636e-08
0.006586586586586587  2.581840447691005e-08
0.006596596596596596  2.632452385086513e-08
0.006606606606606606  2.725051802139118e-08
0.006616616616616617  2.777180419346079e-08
0.006626626626626626  2.866696686272744e-08
0.006636636636636636  2.939600017569548e-08
0.006646646646646647  3.006522434641072e-08
0.006656656656656657  3.075725412659322e-08
0.006666666666666666  3.144440506443587e-08
0.006676676676676677  3.215504296591776e-08
0.006686686686686687  3.257437986639974e-08
0.006696696696696696  3.324493976156467e-08
0.006706706706706707  3.41710104547213e-08
0.006716716716716717  3.480451584267331e-08
0.006726726726726726  3.548799441202281e-08
0.006736736736736737  3.610878783021247e-08
0.006746746746746747  3.654756804339297e-08
0.006756756756756756  3.742088855748864e-08
0.006766766766766767  3.802398597575717e-08
0.006776776776776777  3.844432788480674e-08
0.006786786786786786  3.927195561735178e-08
0.006796796796796797  3.991432093491494e-08
0.006806806806806807  4.052316687704439e-08
0.006816816816816816  4.11233571905803e-08
0.006826826826826827  4.171811687265265e-08
0.006836836836836837  4.20443285816099e-08
0.006846846846846846  4.288864955315752e-08
0.006856856856856857  4.343438271908468e-08
0.006866866866866867  4.400220205933462e-08
0.006876876876876876  4.433433718096035e-08
0.006886886886886887  4.511681865671778e-08
0.006896896896896897  4.569061246455358e-08
0.006906906906906906  4.620198135425997e-08
0.006916916916916917  4.673406322053796e-08
0.006926926926926927  4.704082989163242e-08
0.006936936936936937  4.756046087147957e-08
