t  x_1
0  1.256639544336596e-07
1.001001001001001e-05  6.282703089778181e-08
2.002002002002002e-05  6.281135499505511e-08
3.003003003003003e-05  6.278763147825e-08
4.004004004004004e-05  6.275297524564558e-08
5.005005005005005e-05  6.270837786685988e-08
6.006006006006006e-05  6.265310690160666e-08
7.007007007007007e-05  6.258352841187544e-08
8.008008008008008e-05  6.250670818448105e-08
9.009009009009009e-05  6.243777623802366e-08
0.0001001001001001001  6.234623980560725e-08
0.0001101101101101101  6.22224167444482e-08
0.0001201201201201201  6.210807626312851e-08
0.0001301301301301301  6.198396228738526e-08
0.0001401401401401401  6.187025902622971e-08
0.0001501501501501501  6.171167523767918e-08
0.0001601601601601602  6.155323259179218e-08
0.0001701701701701702  6.139025187145736e-08
0.0001801801801801802  6.1217606291359e-08
0.0001901901901901902  6.103532059889577e-08
0.0002002002002002002  6.087003391411481e-08
0.0002102102102102102  6.066835758808838e-08
0.0002202202202202202  6.045180912666769e-08
0.0002302302302302302  6.023094346876929e-08
0.0002402402402402402  5.998026727159648e-08
0.0002502502502502502  5.977047800447843e-08
0.0002602602602602602  5.950146226026942e-08
0.0002702702702702703  5.924285641973258e-08
0.0002802802802802803  5.897487675926281e-08
0.0002902902902902903  5.869756569520398e-08
0.0003003003003003003  5.841936336195436e-08
0.0003103103103103103  5.810712293305818e-08
0.0003203203203203203  5.781009028811803e-08
0.0003303303303303303  5.749590710984916e-08
0.0003403403403403403  5.717264098239944e-08
0.0003503503503503503  5.684661809561779e-08
0.0003603603603603604  5.649312438412793e-08
0.0003703703703703704  5.614871919362691e-08
0.0003803803803803804  5.578957493396048e-08
0.0003903903903903904  5.5421608413016e-08
0.0004004004004004004  5.50409261618608e-08
0.0004104104104104104  5.465941201179554e-08
0.0004204204204204204  5.426237680991087e-08
0.0004304304304304304  5.38601962946835e-08
0.0004404404404404404  5.345334592135848e-08
0.0004504504504504505  5.303317456312831e-08
0.0004604604604604604  5.260370190309469e-08
0.0004704704704704705  5.216773161736857e-08
0.0004804804804804805  5.172295565988719e-08
0.0004904904904904905  5.126987074917589e-08
0.0005005005005005005  5.080678122178403e-08
0.0005105105105105105  5.033684005870744e-08
0.0005205205205205205  4.98630295760651e-08
0.0005305305305305305  4.938324541429573e-08
0.0005405405405405405  4.887961769965672e-08
0.0005505505505505506  4.839890105031625e-08
0.0005605605605605605  4.787719270338715e-08
0.0005705705705705706  4.737876945821224e-08
0.0005805805805805806  4.681956493343606e-08
0.0005905905905905905  4.627719417275916e-08
0.0006006006006006006  4.573689863636904e-08
0.0006106106106106106  4.523691467516363e-08
0.0006206206206206207  4.469789743293277e-08
0.0006306306306306306  4.407371402253072e-08
0.0006406406406406406  4.357521333636094e-08
0.0006506506506506507  4.293025060113973e-08
0.0006606606606606606  4.23636544209057e-08
0.0006706706706706706  4.182330978022382e-08
0.0006806806806806807  4.12469838985419e-08
0.0006906906906906907  4.063114975451714e-08
0.0007007007007007007  4.002556197791352e-08
0.0007107107107107107  3.943135536579237e-08
0.0007207207207207207  3.881324298590546e-08
0.0007307307307307307  3.818927991279027e-08
0.0007407407407407407  3.75399456704428e-08
0.0007507507507507507  3.684510016802785e-08
0.0007607607607607608  3.628063896834005e-08
0.0007707707707707707  3.563268546604181e-08
0.0007807807807807808  3.487797630500546e-08
0.0007907907907907908  3.423815935050722e-08
0.0008008008008008008  3.363423273179755e-08
0.0008108108108108108  3.288144865036452e-08
0.0008208208208208208  3.228872085869094e-08
0.0008308308308308308  3.160808172547031e-08
0.0008408408408408408  3.092241129527973e-08
0.0008508508508508508  3.025268249292576e-08
0.0008608608608608609  2.953641354643279e-08
0.0008708708708708709  2.883630624231612e-08
0.0008808808808808808  2.815225359784327e-08
0.0008908908908908909  2.744293932114339e-08
0.0009009009009009009  2.670888555493596e-08
0.0009109109109109108  2.599108807328498e-08
0.0009209209209209209  2.526915175374107e-08
0.0009309309309309309  2.456240468917675e-08
0.000940940940940941  2.383268984189432e-08
0.0009509509509509509  2.307965963280355e-08
0.0009609609609609609  2.236102926146858e-08
0.000970970970970971  2.160142497470303e-08
0.0009809809809809809  2.08570874555534e-08
0.0009909909909909911  2.012694123655748e-08
0.001001001001001001  1.922205705398231e-08
0.001011011011011011  1.860461925443164e-08
0.001021021021021021  1.786318998789683e-08
0.001031031031031031  1.70873251270317e-08
0.001041041041041041  1.620527530349024e-08
0.001051051051051051  1.557487178544721e-08
0.001061061061061061  1.479285992897933e-08
0.001071071071071071  1.403622230720917e-08
0.001081081081081081  1.325081612647102e-08
0.001091091091091091  1.248856988750751e-08
0.001101101101101101  1.171167915928889e-08
0.001111111111111111  1.084762031250848e-08
0.001121121121121121  1.015239575046528e-08
0.001131131131131131  9.360997226631943e-09
0.001141141141141141  8.586624023413804e-09
0.001151151151151151  7.801626287269762e-09
0.001161161161161161  7.014463779205734e-09
0.001171171171171171  6.228069478852084e-09
0.001181181181181181  5.434260589132005e-09
0.001191191191191191  4.612749056340128e-09
0.001201201201201201  3.857011057085189e-09
0.001211211211211211  3.070814408020415e-09
0.001221221221221221  2.278235568795519e-09
0.001231231231231231  1.476099942745118e-09
0.001241241241241241  7.00289639970756e-10
0.001251251251251251  1.662318112292937e-10
0.001261261261261261  8.927451359343089e-10
0.001271271271271271  1.686271806413629e-09
0.001281281281281281  2.477878807881198e-09
0.001291291291291291  3.269413080577122e-09
0.001301301301301301  4.054101930294463e-09
0.001311311311311311  4.842946141141984e-09
0.001321321321321321  5.637009882854315e-09
0.001331331331331331  6.418476286767239e-09
0.001341341341341341  7.204853706644596e-09
0.001351351351351351  7.990118841462066e-09
0.001361361361361361  8.783309412725698e-09
0.001371371371371371  9.476940941176446e-09
0.001381381381381381  1.033792622779774e-08
0.001391391391391391  1.111743769783842e-08
0.001401401401401401  1.19075653310866e-08
0.001411411411411411  1.26842212198817e-08
0.001421421421421421  1.344493390095965e-08
0.001431431431431431  1.42313639717624e-08
0.001441441441441441  1.498615638494512e-08
0.001451451451451451  1.576945409314078e-08
0.001461461461461461  1.639942455094044e-08
0.001471471471471471  1.727986375558823e-08
0.001481481481481481  1.805746023605674e-08
0.001491491491491492  1.879701121492158e-08
0.001501501501501501  1.954889906752867e-08
0.001511511511511511  2.029919862392675e-08
0.001521521521521522  2.104780351492839e-08
0.001531531531531532  2.181168968441448e-08
0.001541541541541541  2.253028985149142e-08
0.001551551551551552  2.328989234489041e-08
0.001561561561561562  2.399999779061802e-08
0.001571571571571571  2.475325448675563e-08
0.001581581581581582  2.545446625830428e-08
0.001591591591591592  2.620084347345546e-08
0.001601601601601602  2.712373985005502e-08
0.001611611611611612  2.742245080335724e-08
0.001621621621621622  2.855375448040663e-08
0.001631631631631632  2.880113953834077e-08
0.001641641641641642  2.949694559373324e-08
0.001651651651651652  3.019292520389922e-08
0.001661661661661662  3.136149092727155e-08
0.001671671671671672  3.20163560247837e-08
0.001681681681681682  3.27281081306925e-08
0.001691691691691692  3.290546633229388e-08
0.001701701701701702  3.360206760592401e-08
0.001711711711711712  3.423398130722077e-08
0.001721721721721722  3.537536121099985e-08
0.001731731731731732  3.554129988409669e-08
0.001741741741741742  3.62175474973778e-08
0.001751751751751752  3.682659948039636e-08
0.001761761761761762  3.746073810576698e-08
0.001771771771771772  3.859070212269422e-08
0.001781781781781782  3.871149363526295e-08
0.001791791791791792  3.983372801351983e-08
0.001801801801801802  4.047731601271289e-08
0.001811811811811812  4.105092887438648e-08
0.001821821821821822  4.114016614986127e-08
0.001831831831831832  4.173159670008627e-08
0.001841841841841842  4.2858512672683e-08
0.001851851851851852  4.340480012556367e-08
0.001861861861861862  4.346661049880736e-08
0.001871871871871872  4.40633262997391e-08
0.001881881881881882  4.509683515313752e-08
0.001891891891891892  4.564639628441506e-08
0.001901901901901902  4.622006856909691e-08
0.001911911911911912  4.675466513998419e-08
0.001921921921921922  4.675170758242224e-08
0.001931931931931932  4.727748036058449e-08
0.001941941941941942  4.782015717613243e-08
0.001951951951951952  4.829705977096071e-08
0.001961961961961962  4.928234615759682e-08
0.001971971971971972  4.928975729513444e-08
0.001981981981981982  4.980437580418404e-08
0.001991991991991992  5.028114486910056e-08
0.002002002002002002  5.075004412646e-08
0.002012012012012012  5.118219121225747e-08
0.002022022022022022  5.164970820584852e-08
0.002032032032032032  5.209473776382562e-08
0.002042042042042042  5.296058549215783e-08
0.002052052052052052  5.296025654464949e-08
0.002062062062062062  5.380995072569795e-08
0.002072072072072072  5.377939428724536e-08
0.002082082082082082  5.419613877874619e-08
0.002092092092092092  5.459119072675479e-08
0.002102102102102102  5.4965202552921e-08
0.002112112112112112  5.573443781000453e-08
0.002122122122122122  5.572471578934306e-08
0.002132132132132132  5.646078624621426e-08
0.002142142142142142  5.643675772585132e-08
0.002152152152152152  5.713577544897607e-08
0.002162162162162162  5.746035386901843e-08
0.002172172172172172  5.743818699788458e-08
0.002182182182182182  5.775400616097247e-08
0.002192192192192192  5.836889473208534e-08
0.002202202202202202  5.866642748910348e-08
0.002212212212212212  5.894466433283943e-08
0.002222222222222222  5.920451930583009e-08
0.002232232232232232  5.919584766341025e-08
0.002242242242242242  5.944810355275985e-08
0.002252252252252252  5.99632720886196e-08
0.002262262262262262  5.994944633125302e-08
0.002272272272272272  6.041546300589016e-08
0.002282282282282282  6.040466276340309e-08
0.002292292292292292  6.061799814821424e-08
0.002302302302302302  6.102162627293466e-08
0.002312312312312312  6.101594292749529e-08
0.002322322322322322  6.137455974186291e-08
0.002332332332332332  6.154057141410246e-08
0.002342342342342342  6.15407835113697e-08
0.002352352352352352  6.169379267300718e-08
0.002362362362362362  6.184171977949896e-08
0.002372372372372372  6.197765713879017e-08
0.002382382382382382  6.210379564765366e-08
0.002392392392392392  6.221937639270124e-08
0.002402402402402402  6.232658790942874e-08
0.002412412412412412  6.242265224630817e-08
0.002422422422422422  6.250993635066895e-08
0.002432432432432432  6.258641344225208e-08
0.002442442442442442  6.265343662320575e-08
0.002452452452452453  6.271062511379627e-08
0.002462462462462462  6.27683379308174e-08
0.002472472472472472  6.279492346247714e-08
0.002482482482482483  6.280900798167727e-08
0.002492492492492492  6.283941071761614e-08
0.002502502502502502  6.284671261196662e-08
0.002512512512512513  6.284404769461567e-08
0.002522522522522522  6.277143628398936e-08
0.002532532532532532  6.280881186298981e-08
0.002542542542542543  6.27762422804045e-08
0.002552552552552552  6.263936786982702e-08
0.002562562562562563  6.268162766681491e-08
0.002572572572572573  6.250244501102515e-08
0.002582582582582582  6.241803888156067e-08
0.002592592592592593  6.246350702038325e-08
0.002602602602602603  6.237238111679591e-08
0.002612612612612612  6.226900634184423e-08
0.002622622622622623  6.198605099060607e-08
0.002632632632632633  6.203491939416589e-08
0.002642642642642642  6.190606485539952e-08
0.002652652652652653  6.155972015441288e-08
0.002662662662662663  6.160986537284614e-08
0.002672672672672672  6.123058869545578e-08
0.002682682682682683  6.127745614338509e-08
0.002692692692692693  6.10966117259412e-08
0.002702702702702703  6.06562576338076e-08
0.002712712712712713  6.044689860519411e-08
0.002722722722722723  6.049584954029576e-08
0.002732732732732733  6.02762871018857e-08
0.002742742742742743  6.004712487661386e-08
0.002752752752752753  5.980839810836837e-08
0.002762762762762763  5.956014328862328e-08
0.002772772772772773  5.899305585089617e-08
0.002782782782782783  5.903520408281982e-08
0.002792792792792793  5.875860064841666e-08
0.002802802802802803  5.847375832528378e-08
0.002812812812812813  5.817734042573082e-08
