t  x_1  x_2  x_3  x_4  x_5  x_6  x_7  x_8  x_9  x_10  x_11  x_12  x_13  x_14  x_15  x_16  x_17  x_18  x_19
0  0  0  1.688293951191804e-10  -2.572759542736677e-06  0  0  0  0  0  -2.173323809674394e-10  -2.190244611101202e-10  -0.0004215203487356364  -1.67920724782013e-05  -1.688293951191804e-10  0  0.0001273765970775462  3.09668917587679e-05  9.640970531877848e-05  -1.688293951191804e-10
5.005005005005005e-05  0.2083087064261774  -0.00196262040909238  0.1079867214917986  -0.002468693312783772  0.1886764637420636  0.189430007434206  0.1389505868591688  0.05047942057506252  -0.2083087064261774  0.1901216904001448  0.190883033787639  0.1587577776620717  0.004299720900995868  -0.1079867214917986  0.188676468684492  0.230573971369548  0.1751220563067501  0.05545191506279792  -0.1079867214917986
0.0001001001001001001  0.761360804725813  -0.004817908027586544  0.5694501686646415  -0.005162648178186088  0.3773062719761394  0.3788132592611123  0.3098118587264757  0.06900140053496863  -0.761360804725813  0.3800583479795876  0.3815803020164989  0.3292692940803776  0.01100906241738853  -0.5694501686646415  0.3773062910294473  0.3989323903384038  0.3285079254137338  0.07042446492467004  -0.5694501686646415
0.0001501501501501502  1.658613414870196  -0.008160644241170181  1.38381232534585  -0.008063113621456687  0.5658427900418611  0.5681047150247104  0.4880682558948526  0.0800364591299197  -1.658613414870196  0.5697693157428573  0.5720509847483281  0.5079806144985002  0.01994998104966053  -1.38381232534585  0.5658428322276682  0.5627167576503231  0.4829359782570422  0.07978077939328095  -1.38381232534585
0.0002002002002002002  2.899490099805528  -0.01163682326358481  2.550420965712239  -0.01114728869372356  0.7542394063450493  0.7572558803806604  0.6695485209836533  0.08770735939702518  -2.899490099805528  0.7592138437144113  0.7622541686902474  0.6920620388155067  0.0308033910970342  -2.550420965712239  0.7542394805337834  0.7309035028507357  0.6441339670380584  0.08676953581267741  -2.550420965712239
0.0002502502502502502  4.483619861971328  -0.01518164066962148  4.068549629863419  -0.01439152797504589  0.9424495438813805  0.9462198798985075  0.8526509566871047  0.09356892321140972  -4.483619861971328  0.9483510996742041  0.952148857972006  0.879081454707152  0.04312573127305733  -4.068549629863419  0.9424496587880353  0.9043444221463223  0.8119604104398412  0.09238401170648097  -4.068549629863419
0.0003003003003003003  6.410583477149744  -0.01876676399538539  5.937397617156061  -0.0177719693572448  1.1304266717515  1.134949965928785  1.036644082849021  0.09830588307976691  -6.410583477149744  1.137140180179285  1.141693985215725  1.06706782825102  0.0563879329281038  -5.937397617156061  1.130426835931515  1.082766890261563  0.9856826790618606  0.09708421119970173  -5.937397617156061
0.0003503503503503504  8.679890059788921  -0.02237689533276443  8.156089996846161  -0.02126513284472781  1.318124316664739  1.323399466456817  1.221122116547521  0.1022773499092984  -8.679890059788921  1.325540121646951  1.330848422659243  1.254540911615587  0.07001736426756554  -8.156089996846161  1.31812453851  1.265504260676117  1.164380451456254  0.1011238092198627  -8.156089996846161
0.0004004004004004004  11.29097003936091  -0.02600265861246575  10.72367763838924  -0.02484846792292605  1.505496074428587  1.511521785292686  1.405827357957987  0.1056944273347004  -11.29097003936091  1.513509911496236  1.519570993344453  1.440507370302667  0.08343996427296987  -10.72367763838924  1.505496362163553  1.451741501507421  1.347082448826862  0.1046590526805591  -10.72367763838924
0.0004504504504504505  14.24317243521281  -0.02963774739064758  13.63913725794271  -0.02850083008715969  1.692495621421084  1.699270409931316  1.590578889731847  0.1086915201994692  -14.24317243521281  1.701008499344328  1.707820482359697  1.624426061798829  0.09611982389881152  -13.63913725794271  1.692495983099032  1.640629516638922  1.532835510498453  0.1077940061404694  -13.63913725794271
0.0005005005005005005  17.5357636883606  -0.03327760256072806  16.90137148424778  -0.03220287086690353  1.879076726043284  1.886598921623227  1.775239524836545  0.1113593968001482  -17.5357636883606  1.8879948082568  1.895555648130463  1.806147432275654  0.1075937104185561  -16.90137148424778  1.879077169542692  1.83134790284852  1.720745723096847  0.1106021797516726  -16.90137148424778
0.0005505505505505506  21.16792715890077  -0.0369187322613346  20.50920894214873  -0.03593733032575874  2.065193260148983  2.073461006215495  1.959698809647058  0.1137621965803335  -21.16792715890077  2.07442774604123  2.082735233763639  1.985833744611314  0.11749844602858  -20.50920894214873  2.065193793170029  2.023142410691038  1.910004463489487  0.1131379472015512  -20.50920894214873
0.0006006006006006007  25.13876294678537  -0.04055833313562239  24.4614043547554  -0.03968922616825181  2.250799210448851  2.259810465290319  2.143863561041045  0.115946904259928  -25.13876294678537  2.260266216590098  2.269317978433075  2.163867963244185  0.1255896124543342  -24.4614043547554  2.250799840510046  2.215347383414097  2.099904345913343  0.1154430375007542  -24.4614043547554
0.0006506506506506507  29.44728788868344  -0.04419406630228129  28.75663866336983  -0.04344593866755724  2.435848689886186  2.445601227421737  2.327652271272502  0.1179489561588397  -29.44728788868344  2.445469131257743  2.455262628801659  2.340759515077343  0.1317507161147846  -28.75663866336983  2.435849424321136  2.407397820311974  2.289847376844917  0.1175504434670571  -28.75663866336983
0.0007007007007007008  34.09243566038858  -0.04782391783389788  33.39351916598356  -0.04719719608107944  2.620295948981445  2.630787359472855  2.510991625588518  0.1197957338930336  -34.09243566038858  2.629995420280916  2.640527950492328  2.517054806910669  0.1359926618160336  -33.39351916598356  2.620296794935745  2.598833572552055  2.479346688303013  0.1194868842490429  -33.39351916598356
0.0007507507507507507  39.07305694915377  -0.05144610832561738  38.37057967418102  -0.05093496971193712  2.804095387142774  2.815323077896791  2.693814247093072  0.121508830811688  -39.07305694915377  2.813804044229105  2.825072739576481  2.693259365953911  0.1384440914107431  -38.37057967418102  2.80409635157103  2.789297315886746  2.6680229007418  0.1212744151449464  -38.37057967418102
0.0008008008008008008  44.38791967648126  -0.05505903222456385  43.68628068773926  -0.05465329204949014  2.987201563939715  2.999162760021654  2.876057185628823  0.1231055744001398  -44.38791967648126  2.996854005482179  3.00885583410298  2.869776902231715  0.1393337922709975  -43.68628068773926  2.9872026536027  2.97852762907851  2.855596115776507  0.122931513302003  -43.68628068773926
0.0008508508508508509  50.03570926026177  -0.05866121592823781  49.33900958867643  -0.05834801451282426  3.16956921033733  3.182260955307942  3.057660875863276  0.1246000794513809  -50.03570926026177  3.179104359733433  3.191836125651272  3.046868642264491  0.1389669189133192  -49.33900958867643  3.169570431799276  3.166348386770959  3.041874556206084  0.1244738305648741  -49.33900958867643
0.0009009009009009009  56.01502890962733  -0.06225128811762451  55.32708085236099  -0.06201652332538974  3.351153239887941  3.364572396570781  3.238568401228898  0.1260039953480669  -56.01502890962733  3.360514227523938  3.373972570898105  3.22463415596138  0.1376971591725713  -55.32708085236099  3.351154599513961  3.352655625594424  3.226740895931954  0.1259147296624699  -55.32708085236099
0.000950950950950951  62.32439994839388  -0.06582795829768745  61.64873627797048  -0.06565743313029494  3.531908759877731  3.546052011161443  3.41872496302579  0.1273270481413878  -62.32439994839388  3.541042805775762  3.555224203212956  3.403012806664411  0.1358971862260885  -61.64873627797048  3.531910263831382  3.537403010484566  3.410137333499655  0.1272656769849111  -61.64873627797048
0.001001001001001001  68.96226216443581  -0.06939000098288396  68.30214523665428  -0.06927027732394436  3.711791082425456  3.726654932103759  3.598077490626775  0.1285774414823039  -68.96226216443581  3.720649379359306  3.73555014426081  3.581803098358059  0.1339297569448765  -68.30214523665428  3.711792736666427  3.720586944840132  3.592050405518674  0.1285365393214588  -68.30214523665428
0.001051051051051051  75.92697418321963  -0.07293624385175389  75.28540493845672  -0.0728552129067  3.890755735530505  3.906336509181659  3.776574350887137  0.1297621582994705  -75.92697418321963  3.899293332654098  3.914909615616575  3.760695741510033  0.1321216489391268  -75.28540493845672  3.890757545812452  3.902232277311887  3.772496461323442  0.1297358159884455  -75.28540493845672
