t  x_1  x_2
0  0  -2.190244611101202e-10
5.005005005005005e-05  0.189430007434206  0.190883033787639
0.0001001001001001001  0.3788132592611123  0.3815803020164989
0.0001501501501501502  0.5681047150247104  0.5720509847483281
0.0002002002002002002  0.7572558803806604  0.7622541686902474
0.0002502502502502502  0.9462198798985075  0.952148857972006
0.0003003003003003003  1.134949965928785  1.141693985215725
0.0003503503503503504  1.323399466456817  1.330848422659243
0.0004004004004004004  1.511521785292686  1.519570993344453
0.0004504504504504505  1.699270409931316  1.707820482359697
0.0005005005005005005  1.886598921623227  1.895555648130463
0.0005505505505505506  2.073461006215495  2.082735233763639
0.0006006006006006007  2.259810465290319  2.269317978433075
0.0006506506506506507  2.445601227421737  2.455262628801659
0.0007007007007007008  2.630787359472855  2.640527950492328
0.0007507507507507507  2.815323077896791  2.825072739576481
0.0008008008008008008  2.999162760021654  3.00885583410298
0.0008508508508508509  3.182260955307942  3.191836125651272
0.0009009009009009009  3.364572396570781  3.373972570898105
0.000950950950950951  3.546052011161443  3.555224203212956
0.001001001001001001  3.726654932103759  3.73555014426081
0.001051051051051051  3.906336509181659  3.914909615616575
0.001101101101101101  4.08505231997442  4.093261950385175
0.001151151151151151  4.262758180836563  4.270566604824806
0.001201201201201201  4.439410157819339  4.446783169967486
0.001251251251251251  4.614964577530953  4.621871383238137
0.001301301301301301  4.789378037932711  4.795791140054494
0.001351351351351351  4.962607419068336  4.968502505425539
0.001401401401401402  5.134609893723714  5.139965725523834
0.001451451451451452  5.305342938014426  5.310141239240794
0.001501501501501501  5.474764341898383  5.478989689716733
0.001551551551551552  5.642832219610966  5.646471935838576
0.001601601601601602  5.809505020020037  5.812549063707581
0.001651651651651652  5.974741536898295  5.977182398070367
0.001701701701701702  6.138500919110384  6.140333513707975
0.001751751751751752  6.30074268071226  6.301964246776018
0.001801801801801802  6.4614267109603  6.462036706104319
0.001851851851851852  6.620513284227625  6.62051328444113
0.001901901901901902  6.777963069825311  6.777356669635093
0.001951951951951952  6.933737141725897  6.932529855764204
0.002002002002002002  7.087796988186911  7.085996154198239
0.002052052052052052  7.24010452127195  7.237719204590213
0.002102102102102102  7.390622086267022  7.387662985801429
0.002152152152152152  7.539312470989756  7.535791826749419
0.002202202202202202  7.686138914989249  7.682070417171213
0.002252252252252252  7.831065118634204  7.826463818310215
0.002302302302302303  7.974055252087159  7.968937473515076
0.002352352352352352  8.115073964162573  8.109457218745076
0.002402402402402403  8.254086391066597  8.247989292984244
0.002452452452452453  8.391058165016293  8.384500348556202
0.002502502502502502  8.525955422736303  8.518957461339067
0.002552552552552553  8.65874481383076  8.651328140875234
0.002602602602602603  8.789393509028345  8.781580340370061
0.002652652652652653  8.917869208298635  8.909682466584561
0.002702702702702703  9.044140148837476  9.035603389606569
0.002752752752752753  9.168175112919645  9.159312452503853
0.002802802802802803  9.28994343561668  9.280779480865366
0.002852852852852853  9.409415012378082  9.399974792196069
0.002902902902902903  9.526560306473995  9.516869205208753
0.002952952952952953  9.641350356297437  9.631434048959344
0.003003003003003003  9.753756782524427  9.743641171869061
0.003053053053053053  9.863751795130099  9.853462950588872
0.003103103103103103  9.971308200259141  9.960872298737256
0.003153153153153153  10.07639940694887  10.06584267548334
0.003203203203203203  10.1789994337032  10.16834809399335
0.003253253253253253  10.27908291491602  10.26836312971108
0.003303303303303304  10.37662510714221  10.36586292850139
0.003353353353353353  10.47160189521489  10.46082321462975
0.003403403403403404  10.56398979820739  10.55322029857829
0.003453453453453454  10.65376597523828  10.64303108471156
0.003503503503503503  10.74090823111835  10.7302330787674
0.003553553553553554  10.8253950218378  10.81480439518623
0.003603603603603604  10.90720545989252  10.89672376427042
0.003653653653653654  10.98631931944801  10.97597053917156
0.003703703703703704  11.06271704133981  11.05252470270166
0.003753753753753754  11.13637973790902  11.12636687396603
0.003803803803803804  11.20728919767183  11.19747831482554
0.003853853853853854  11.27542788982191  11.26584093616539
0.003903903903903904  11.34077896856451  11.33143730399051
0.003953953953953955  11.40332627728116  11.39425064532904
0.004004004004004004  11.46305435252402  11.45426485395258
0.004054054054054054  11.51994842783892  11.51146449589971
0.004104104104104105  11.57399443741597  11.56583481482127
0.004154154154154154  11.625179019567  11.61736173711273
0.004204204204204204  11.67348952002901  11.6660318768721
0.004254254254254255  11.71891399509253  11.71183254064453
0.004304304304304304  11.76144121455452  11.75475173197625
0.004354354354354354  11.80106066449474  11.79477815576968
0.004404404404404405  11.83776254987507  11.83190122243183
0.004454454454454455  11.87153779696114  11.86611105182155
0.004504504504504504  11.90237805556556  11.89739847699476
0.004554554554554555  11.93027570111235  11.92575504774194
0.004604604604604605  11.95522383652189  11.95117303391672
0.004654654654654655  11.97721629391614  11.97364542856263
0.004704704704704705  11.99624763614342  11.99316595082341
0.004754754754754755  12.01231315812269  12.00972904865049
0.004804804804804805  12.02540888800674  12.02332990129169
0.004854854854854855  12.03553158816415  12.03396442157538
0.004904904904904905  12.04267875584179  12.04162925797949
0.004954954954954956  12.04684862456103  12.04632179648648
0.005005005005005005  12.04804016274387  12.04804016222433
0.005055055055055055  12.04625307620049  12.04678322089297
0.005105105105105106  12.04148780677651  12.04255057998195
0.005155155155155155  12.03374553220904  12.03534258976355
0.005205205205205205  12.02302816699668  12.02516034407503
0.005255255255255256  12.00933836063654  12.01200568088669
0.005305305305305306  11.99267949763186  11.99588118265353
0.005355355355355355  11.97305569651985  11.97679017644791
0.005405405405405406  11.95047180885347  11.95473673387836
0.005455455455455456  11.92493341800197  11.9297256707935
0.005505505505505505  11.89644683777056  11.90176254677049
0.005555555555555556  11.86501911083945  11.87085366438411
0.005605605605605606  11.8306580070227  11.83700606826509
0.005655655655655656  11.79337202134733  11.80022754394253
0.005705705705705706  11.75317037195313  11.76052661647019
0.005755755755755756  11.71006299781362  11.71791254884072
0.005805805805805806  11.66406055627896  11.67239534018444
0.005855855855855856  11.61517442044111  11.62398572376069
0.005905905905905906  11.56341667632209  11.57269516472875
0.005955955955955957  11.508800119886  11.51853585771785
0.006006006006006006  11.45133825387553  11.46152072417657
0.006056056056056056  11.39104528447368  11.40166340952075
0.006106106106106107  11.32793611779163  11.33897828007034
0.006156156156156156  11.26202635618354  11.27348041978053
0.006206206206206206  11.19333229438922  11.20518562675998
0.006256256256256257  11.12187091550565  11.13411040959622
0.006306306306306307  11.04765988678828  11.06027198346593
0.006356356356356356  10.97071755528318  10.9836882660519
0.006406406406406407  10.89106294329122  10.90437787325151
0.006456456456456457  10.80871574366518  10.82236011469247
0.006506506506506506  10.72369631494117  10.73765498904478
0.006556556556556557  10.63602567630543  10.65028317914292
0.006606606606606607  10.54572550239785  10.56026604690879
0.006656656656656657  10.45281811795339  10.46762562808211
0.006706706706706707  10.35732649228278  10.37238462676112
0.006756756756756757  10.25927423359393  10.27456640975709
0.006806806806806807  10.15868558315528  10.17419500075219
0.006856856856856857  10.05558540930276  10.07129507428314
0.006906906906906907  9.949999201291634  9.965891949535221
0.006956956956956958  9.841953062994845  9.858011583954278
0.007007007007007007  9.731473706449458  9.747680566684892
0.007057057057057057  9.618588445252707  9.634926111824672
0.007107107107107108  9.503325187809319  9.519776051511796
0.007157157157157158  9.385712430431823  9.402258828831295
0.007207207207207207  9.265779250295454  9.282403490559792
0.007257257257257258  9.143555298249503  9.160239679735083
0.007307307307307308  9.019070791486811  9.035797628065408
0.007357357357357357  8.89235650607325  8.909108148175431
0.007407407407407408  8.763443769339053  8.780202625688123
0.007457457457457458  8.632364452133819  8.649113011154006
0.007507507507507507  8.499150960947196  8.515871811821121
0.007557557557557558  8.363836229897073  8.380512083255633
0.007607607607607608  8.226453712587379  8.243067420809142
0.007657657657657658  8.08703737383745  8.103571950945785
0.007707707707707708  7.945621681284959  7.962060322414199
0.007757757757757758  7.802241596864582  7.818567697288326
0.007807807807807808  7.656932568164442  7.673129741864773
0.007857857857857859  7.50973051966248  7.525782617423712
0.007907907907907909  7.360671843844915  7.376562970860707
0.007957957957957958  7.20979339220904  7.225507925184472
0.008008008008008008  7.057132466152441  7.072655069890375
0.008058058058058058  6.90272680775111  6.918042451208666
0.008108108108108109  6.746614590428494  6.761708562234149
0.008158158158158159  6.588834409517958  6.603692332934952
0.008208208208208209  6.429425272720903  6.444033120049011
0.008258258258258259  6.268426590462953  6.282770696865825
0.008308308308308308  6.105878166150537  6.119945242907343
0.008358358358358358  5.941820186330308  5.955597333491477
0.008408408408408409  5.776293210753852  5.789767929206631
0.008458458458458459  5.609338162350059  5.622498365276319
0.008508508508508509  5.440996317107737  5.453830340835117
0.00855855855855856  5.271309293870847  5.283805908111931
0.008608608608608608  5.100319044048996  5.112467461519801
0.008658658658658658  4.92806784124559  4.939857726659932
0.008708708708708709  4.754598270806347  4.766019749253826
0.008758758758758759  4.579953219290599  4.590996883978021
0.008808808808808809  4.404175863868024  4.414832783242206
0.00885885885885886  4.227309661643415  4.237571385875444
0.00890890890890891  4.049398338912029  4.059256905762106
0.008958958958958959  3.870485880348164  3.879933820396716
0.009009009009009009  3.690616518129463  3.699646859386955
0.009059059059059059  3.509834720999655  3.518440992889294
0.00910910910910911  3.328185183272066  3.336361419991163
0.00915915915915916  3.145712813776506  3.153453557047095
0.00920920920920921  2.962462724751758  2.969763025955597
0.00925925925925926  2.778480220685803  2.785335642397673
