t  x_1  x_2  x_3  x_4  x_5  x_6  x_7
0  0  0  0  0  0  0  0
1e-05  0.03769904983055476  0.0378438825134622  0.002856033732509034  0.03498784878095423  0.01462118162264684  -0.000888906385648693  -0.01462118162264684
2e-05  0.07539772758670742  0.07568736227813801  0.008555525521927209  0.06713183675661624  0.04386762171931789  -0.002670914698579881  -0.04386762171931789
3e-05  0.1130956611977281  0.113529144228256  0.02521920245114373  0.08830994177719756  0.08787626976883002  -0.005482697921732668  -0.08787626976883002
4e-05  0.1507924786002313  0.1514020928293567  0.06327099285065736  0.08813109997912896  0.1419864307606795  -0.004682561354227215  -0.1419864307606795
5e-05  0.1884878077418481  0.189256328738005  0.1065988796252138  0.08265744911285405  0.2086828420977052  -0.002745868495911759  -0.2086828420977052
6.000000000000001e-05  0.2261812765848982  0.2270913459671542  0.1435357354025072  0.08355561056480829  0.2904692245723439  -0.002167025438407101  -0.2904692245723439
7.000000000000001e-05  0.2638725131100613  0.2649291674899192  0.177614792818844  0.08731437467107679  0.3866165001449759  -0.002220672740687224  -0.3866165001449759
8.000000000000001e-05  0.3015611453200497  0.302766775566036  0.2110727058640663  0.09169406970207709  0.4967771214515462  -0.002561594317688399  -0.4967771214515462
9.000000000000001e-05  0.3392468012432791  0.3406023911414879  0.2446953154765801  0.09590707566516055  0.620806286051145  -0.003046645005834599  -0.620806286051145
0.0001  0.3769291089375395  0.3784351219249896  0.2786986157733218  0.09973650615215765  0.7586339471409266  -0.003607271924587093  -0.7586339471409266
0.00011  0.4146076964936672  0.4162643542763658  0.3130986928974723  0.1031656613793491  0.9102245984149826  -0.004209459775472316  -0.9102245984149826
0.00012  0.4522821920392147  0.4540895954051871  0.3478521206725868  0.106237474732948  1.075559836188905  -0.004836362527730344  -1.075559836188905
0.00013  0.4899522237421199  0.4919104137064134  0.3829053998524149  0.1090050138542476  1.254629533890645  -0.005479513106931854  -1.254629533890645
0.00014  0.5276174198143789  0.5297264082265232  0.4182100793515223  0.111516328875178  1.447427424282623  -0.006134423227349944  -1.447427424282623
0.00015  0.565277408515712  0.5675371926303651  0.4537258887300148  0.1138113039004784  1.653948996408885  -0.006798488712661453  -1.653948996408885
0.00016  0.6029318181572347  0.6053423873110584  0.4894201846349868  0.1159222026761648  1.874190531916862  -0.007470029643988783  -1.874190531916862
0.00017  0.6405802771051258  0.6431416157447228  0.5252665692806792  0.1178750464641133  2.108148668062751  -0.008147855088851545  -2.108148668062751
0.00018  0.6782224137842944  0.6809345028739023  0.5612435556364014  0.1196909472375533  2.355820194583254  -0.008831060762048846  -2.355820194583254
0.00019  0.7158578566820485  0.7187206744009781  0.5973334827027889  0.1213871916982299  2.61720195308739  -0.009518928796256551  -2.61720195308739
0.0002  0.7534862343517605  0.7564997564745826  0.633521680733048  0.1229780757415661  2.892290782243494  -0.01021087312375081  -2.892290782243494
0.00021  0.7911071754165342  0.7942713755436098  0.6697958383908217  0.1244755371528131  3.181083484570586  -0.01090640637498829  -3.181083484570586
0.00022  0.8287203085728696  0.8320351582838191  0.7061455226081035  0.1258896356757356  3.483576804356109  -0.01160511785782256  -3.483576804356109
0.00023  0.8663252625943272  0.8697907315574338  0.7425618116161867  0.1272289199412631  3.799767411937519  -0.01230665787386368  -3.799767411937519
0.00024  0.9039216663351928  0.907537722388998  0.779037011717621  0.1285007106713902  4.129651892000948  -0.01301072603453968  -4.129651892000948
0.00025  0.9415091487341395  0.9452757579501025  0.8155644364051206  0.1297113215449928  4.473226734616722  -0.01371706230177767  -4.473226734616722
0.00026  0.9790873388178906  0.9830044655494605  0.8521382323333008  0.1308662332161687  4.830488328239239  -0.01442543998387482  -4.830488328239239
0.00027  1.016655865704881  1.02072347262649  0.8887532408646587  0.1319702317618393  5.201432954165196  -0.01513566018256795  -5.201432954165196
0.00028  1.054214358608918  1.058432406747328  0.9254048869074045  0.1330275198399302  5.586056782098972  -0.01584754734151979  -5.586056782098972
0.00029  1.091762446842839  1.096130895602597  0.9620890889012033  0.1340418067013988  5.984355866571995  -0.01656094564405261  -5.984355866571995
0.0003  1.129299759822172  1.133818567006464  0.9988021853457929  0.1350163816606759  6.396326144028939  -0.01727571607372106  -6.396326144028939
0.00031  1.166825927068792  1.171495048896685  1.035540874385899  0.1359541745107899  6.821963430439964  -0.0179917339975084  -6.821963430439964
0.00032  1.204340578214579  1.209159969335377  1.072302163787063  0.1368578055483175  7.261263419331711  -0.01870888716477691  -7.261263419331711
0.0003300000000000001  1.24184334300507  1.246812956510372  1.109083329246121  0.1377296272642543  7.714221680154385  -0.01942707403963801  -7.714221680154385
0.00034  1.279333851303119  1.284453638737012  1.145881879436259  0.138571759300756  8.18083365692063  -0.02014620240271024  -8.18083365692063
0.0003500000000000001  1.316811733092544  1.322081644460292  1.18269552653142  0.1393861179288746  8.661094667065791  -0.02086618817205097  -8.661094667065791
0.00036  1.35427661848178  1.359696602257276  1.219522161217811  0.1401744410394672  9.154999900489706  -0.02158695440356689  -9.154999900489706
0.00037  1.391728137707537  1.397298140839737  1.25635983140248  0.1409383094372594  9.662544418748288  -0.0223084304393044  -9.662544418748288
0.00038  1.429165921138437  1.434885889056968  1.293206723985625  0.1416791650713453  10.18372315436948  -0.02303055117828557  -10.18372315436948
0.00039  1.466589599278673  1.472459475898732  1.33006114918567  0.1423983267130637  10.71853091027308  -0.02375325644945214  -10.71853091027308
0.0004  1.503998802771651  1.51001853049833  1.366921527002335  0.1430970034959957  11.26696235927769  -0.02447649047012679  -11.26696235927769
0.00041  1.541393162403634  1.547562682135761  1.403786375479076  0.1437763066566853  11.82901204368132  -0.02520020137644784  -11.82901204368132
0.00042  1.57877230910739  1.585091560240955  1.440654300486916  0.1444372597540409  12.40467437490438  -0.02592434081465745  -12.40467437490438
0.00043  1.616135873965831  1.622604794397078  1.477523986800308  0.1450808075967721  12.99394363318592  -0.02664886358407068  -12.99394363318592
0.00044  1.653483488215657  1.66010201434387  1.514394190274819  0.145707824069052  13.59681396732538  -0.02737372732411533  -13.59681396732538
0.00045  1.690814783250992  1.697582849981043  1.551263730968185  0.1463191190128593  14.21327939446363  -0.02809889223910647  -14.21327939446363
0.00046  1.728129390627026  1.735046931371708  1.588131487072108  0.1469154442996006  14.84333379989782  -0.02882432085545009  -14.84333379989782
0.00047  1.765426942063649  1.772493888745831  1.624996389543372  0.1474974992024599  15.4869709369257  -0.02954997780681818  -15.4869709369257
0.0004800000000000001  1.802707069449085  1.809923352503712  1.661857417340194  0.1480659351635186  16.14418442671554  -0.03027582964353354  -16.14418442671554
0.0004900000000000001  1.839969404843528  1.84733495321949  1.698713593184176  0.1486213600353144  16.81496775819848  -0.03100184466297715  -16.81496775819848
0.0005  1.877213580482771  1.884728321644865  1.735563979067738  0.1491643425923371  17.49931428795162  -0.03172799272947967  -17.49931428795162
0.00051  1.914439228781836  1.922103088711586  1.77240767578406  0.1496954129422864  18.19721724024577  -0.03245424525683362  -18.19721724024577
0.0005200000000000001  1.951645982338604  1.959458885537103  1.809243815434985  0.1502150701164827  18.9086697068089  -0.03318057490635937  -18.9086697068089
0.0005300000000000001  1.988833473937437  1.996795343426019  1.846071561753627  0.150723781686357  19.6336646469085  -0.03390695560133743  -19.6336646469085
0.00054  2.026001336552807  2.034112093874685  1.882890106874586  0.1512219870137191  20.37219488729054  -0.03463336239723235  -20.37219488729054
0.00055  2.063149203352915  2.071408768574561  1.919698669122922  0.1517100994649315  21.12425312216117  -0.03535977139318325  -21.12425312216117
0.0005600000000000001  2.100276707703313  2.108684999415839  1.956496491015912  0.1521885084128616  21.88983191317833  -0.03608615965208957  -21.88983191317833
0.0005700000000000001  2.137383483170522  2.145940418490968  1.993282837453139  0.1526575810504952  22.66892368945212  -0.03681250512807882  -22.66892368945212
0.00058  2.174469163525648  2.183174658098254  2.030056994073566  0.1531176640370721  23.46152074755328  -0.03753878660074023  -23.46152074755328
0.00059  2.211533382748  2.220387350745471  2.066818265762862  0.1535690849946652  24.26761525152901  -0.03826498361537699  -24.26761525152901
0.0006000000000000001  2.248575775028696  2.257578129153421  2.10356597529372  0.154012153871526  25.08719923292534  -0.03899107642844477  -25.08719923292534
0.0006100000000000001  2.285595974774279  2.294746626259546  2.140299462085275  0.1544471641858143  25.9202645908158  -0.0397170459579806  -25.9202645908158
0.00062  2.322593616610323  2.331892475221498  2.17701808107058  0.1548743941622091  26.7668030918356  -0.04044287373819121  -26.7668030918356
0.00063  2.359568335385041  2.369015309420764  2.213721201659536  0.1552941077722811  27.62680637022081  -0.04116854187773943  -27.62680637022081
0.0006400000000000001  2.396519766172884  2.406114762466238  2.250408206788979  0.1557065556880793  28.50026592785287  -0.04189403302201808  -28.50026592785287
0.0006500000000000001  2.43344754427815  2.443190468197817  2.287078492050839  0.156111976157566  29.38717313430692  -0.04261933031787001  -29.38717313430692
0.0006600000000000001  2.470351305238576  2.480242060690004  2.323731464890951  0.1565105958094221  30.28751922690465  -0.04334441738162981  -30.28751922690465
0.00067  2.507230684828941  2.517269174255485  2.360366543871784  0.1569026303938769  31.20129531077098  -0.04406927826955302  -31.20129531077098
0.00068  2.544085319064656  2.554271443448752  2.396983157993083  0.1572882854656197  32.12849235889431  -0.04479389745055414  -32.12849235889431
0.0006900000000000001  2.580914844205361  2.591248503069667  2.433580746065318  0.1576677570140965  33.06910121219019  -0.04551825978102512  -33.06910121219019
0.0007000000000000001  2.617718896758511  2.628199988167057  2.470158756130652  0.1580412320459661  34.02311257956829  -0.0462423504816955  -34.02311257956829
0.00071  2.654497113482965  2.665125534042324  2.506716644927677  0.1584088891240301  34.99051703800236  -0.04696615511607512  -34.99051703800236
