t  x_1  x_2  x_3  x_4  x_5  x_6  x_7
0  0  0  0  0  0  0  0
1e-05  0.03769904983055476  0.03784450872291703  0.03251867588104329  0.005325832842176156  0.01453079580687981  -0.000798881195189407  -0.01453079580687981
2e-05  0.07539772758670742  0.07569609696500589  0.06687651243945082  0.008819584525555606  0.04251648873352372  -0.001325172522667369  -0.04251648873352372
3e-05  0.1130956611977281  0.113544882108182  0.1017142672530539  0.01183061485573689  0.08425356278397074  -0.001874444972721569  -0.08425356278397074
4e-05  0.1507924786002313  0.1513923320653491  0.1368478702549389  0.01454446181078435  0.1397725728606376  -0.002477536401918482  -0.1397725728606376
5e-05  0.1884878077418481  0.1892384096281012  0.1722435113514346  0.01699489827696384  0.2090553925535077  -0.003116932533501109  -0.2090553925535077
6.000000000000001e-05  0.2261812765848981  0.2270827249046656  0.2078700330321366  0.01921269187274985  0.2920861218833433  -0.003777471581317684  -0.2920861218833433
7.000000000000001e-05  0.2638725131100613  0.2649248573092644  0.243693691991216  0.02123116531820512  0.388855520280193  -0.004450759534777311  -0.388855520280193
8.000000000000001e-05  0.3015611453200497  0.3027644043523822  0.2796836827464322  0.02308072160605973  0.4993583978059947  -0.005132571782075652  -0.4993583978059947
9.000000000000001e-05  0.3392468012432791  0.3406009784247277  0.3158141673830622  0.02478681104174392  0.6235914711071399  -0.005820717607852118  -0.6235914711071399
0.0001  0.3769291089375395  0.3784341996256164  0.3520641116420175  0.02637008798365583  0.7615522550371795  -0.006513936227492754  -0.7615522550371795
0.00011  0.4146076964936672  0.4162636915254119  0.3884164599811501  0.02784723154430414  0.9132385664536481  -0.007211402551742112  -0.9132385664536481
0.00012  0.4522821920392146  0.454089079203151  0.4248572861703617  0.0292317930328211  1.078648311793332  -0.007912515596195597  -1.078648311793332
0.00013  0.48995222374212  0.4919099884229247  0.4613750946010564  0.03053489382189286  1.257779394060204  -0.008616805825687569  -1.257779394060204
0.00014  0.5276174198143789  0.5297260452999718  0.4979602842757551  0.03176576102423608  1.450629668542126  -0.009323891031701404  -1.450629668542126
0.00015  0.565277408515712  0.5675368761634479  0.534604745372302  0.03293213079116127  1.657196918868001  -0.0100334524677334  -1.657196918868001
0.00016  0.6029318181572347  0.605342107496593  0.5713015552913818  0.0340405522052234  1.877478842234279  -0.01074522011610635  -1.877478842234279
0.00017  0.6405802771051258  0.6431413659080831  0.6080447476027444  0.03509661830534863  2.11147303929929  -0.01145896260264726  -2.11147303929929
0.00018  0.6782224137842944  0.6809342781168928  0.6448291343567655  0.0361051437601354  2.359177006795416  -0.01217447981703493  -2.359177006795416
0.00019  0.7158578566820485  0.718720470943729  0.6816501677826223  0.03707030316111341  2.620588131910489  -0.01289159729398227  -2.620588131910489
0.0002  0.7534862343517605  0.7564995713061182  0.7185038313919699  0.03799573991415383  2.895703687911085  -0.01361016183002659  -2.895703687911085
0.00021  0.7911071754165342  0.794271206215771  0.7553865533070888  0.03888465290868685  3.184520830678569  -0.01433003800811002  -3.184520830678569
0.00022  0.8287203085728696  0.8320350027774929  0.7922951365882606  0.03973986618923629  3.487036595935098  -0.01505110540802328  -3.487036595935098
0.00023  0.8663252625943272  0.8697905881891912  0.8292267027110928  0.04056388547810198  3.803247897000892  -0.01577325634467259  -3.803247897000892
0.00024  0.9039216663351928  0.9075375897426898  0.866178645323411  0.04135894441928183  4.133151522966221  -0.01649639401808641  -4.133151522966221
0.00025  0.9415091487341395  0.9452756348251481  0.9031485921163598  0.04212704270879087  4.47674413719077  -0.01722043098815248  -4.47674413719077
0.00026  0.9790873388178906  0.9830043509209395  0.9401343731583957  0.04286997776254602  4.834022276063925  -0.01794528790791736  -4.834022276063925
0.00027  1.016655865704881  1.020723365613883  0.9771339944200893  0.04358937119379552  5.204982347974869  -0.01867089246452603  -5.204982347974869
0.00028  1.054214358608918  1.058432306589748  1.014145615500534  0.04428669108921622  5.589620632452749  -0.0193971784882263  -5.589620632452749
0.00029  1.091762446842839  1.096130801638979  1.051167530779368  0.0449632708596121  5.987933279445747  -0.02012408519839521  -5.987933279445747
